,School Name,SA2,Latitude,Longitude,School Type
5648,Billanook College,211051281,-37.78785168,145.3388701,Combined
5649,Fitzroy Community School,206071143,-37.789173,144.97981,Primary
5650,Creek Street Christian College,202011018,-36.7652,144.271,Combined
5651,Good Shepherd College - Senior Campus,217011421,-37.768839,142.040519,Combined
5652,Good Shepherd College - Junior Campus,217011421,-37.73097,142.032016,Combined
5653,Plenty Valley Christian College,209031212,-37.613463,145.138791,Combined
5654,Village School,211031265,-37.763749,145.294493,Primary
5655,Bayside Christian College,214011374,-38.178632,145.16302,Combined
5656,Trinity Lutheran College,215021470,-34.201602,142.128786,Combined
5657,Goulburn Valley Grammar School,216031416,-36.327476,145.415577,Combined
5658,The Knox School,211011260,-37.865467,145.219198,Combined
5659,Heathdale Christian College,213051467,-37.881318,144.681332,Combined
5660,Hillcrest Christian College,212031301,-38.084681,145.363801,Combined
5661,St Paul's Anglican Grammar School,205011079,-38.147811,145.930417,Combined
5662,Sunshine Christian School,213011337,-37.768396,144.835864,Primary
5663,Frank Dando Sports Academy,212051319,-37.8668,145.108886,Secondary
5664,Australian Christian College Hume,204021063,-36.54739533,145.9987242,Combined
5665,Beaconhills College,212011291,-38.061898,145.467319,Combined
5666,Beaconhills College - Village Campus,212021293,-38.050203,145.357554,Combined
5667,Ghilgai School,211051277,-37.82913713,145.3189311,Primary
5668,River City Christian College,216011406,-36.144815,144.731759,Combined
5669,Belgrave Heights Christian School,211051274,-37.91890282,145.3462292,Combined
5670,Oakleigh Grammar,208021180,-37.895907,145.082819,Combined
5671,Worawa Aboriginal College,211051276,-37.68452365,145.5092164,Secondary
5672,Kerang Christian College,215031402,-35.730422,143.913416,Combined
5673,St Andrews Christian College,211011260,-37.8741927,145.2442752,Combined
5674,Chairo Christian School - Drouin East Campus,205011079,-38.134274,145.895305,Combined
5675,Chairo Christian School,205011076,-38.142837,145.877116,Combined
5676,Chairo Christian School - Pakenham Campus,212011288,-38.09574622,145.54768429,Combined
5677,Australian International Academy of Education,206011108,-37.736331,144.966123,Combined
5678,Australian International Academy of Education - Senior Campus,210031236,-37.72654764,144.9586634,Combined
5679,Flinders Christian Community College,214021385,-38.26334,145.167227,Combined
5680,Flinders Christian Community College - Carrum Downs Campus,214011370,-38.11689,145.180894,Combined
5681,Grace Christian College Wodonga,204031074,-36.157173,146.887345,Combined
5682,Melton Christian College,213041357,-37.701012,144.560365,Combined
5683,Mansfield Rudolf Steiner School,204011057,-37.061402,146.08574,Combined
5684,Japanese School of Melbourne,208021178,-37.892445,145.019402,Combined
5685,King's College,217041479,-38.362113,142.506174,Combined
5686,Sophia Mundi Steiner School,206071139,-37.80197,145.00264,Combined
5687,Al-Taqwa College,213051366,-37.85265,144.722023,Combined
5688,Overnewton Anglican Community College,210011228,-37.706557,144.82318,Combined
5689,Overnewton Anglican Community College - Taylors Lakes Campus,213011340,-37.690273,144.773278,Combined
5690,Little Yarra Steiner School,211051286,-37.79444291,145.631163,Combined
5691,Bacchus Marsh Grammar - Maddingley Campus,213041353,-37.690308,144.431829,Combined
5692,Lighthouse Christian College,212041314,-38.001083,145.142986,Combined
5693,Alphington Grammar School,206071145,-37.780429,145.036174,Combined
5694,Yarralinda School,211051281,-37.76461019,145.3250651,Primary
5695,Castlemaine Steiner School & Kindergarten,202021028,-37.081883,144.156687,Combined
5696,The Kilmore International School,204011056,-37.301025,144.953202,Combined
5697,St Mary's Coptic Orthodox College,210051243,-37.65583,144.931212,Combined
5698,Minaret College,212041317,-37.93863,145.149168,Combined
5699,Minaret College - Officer Campus,212011287,-38.05366726,145.41100278,Combined
5700,Victory Lutheran College,204031073,-36.116752,146.846422,Combined
5701,Son Centre Christian College,215031404,-35.377564,143.546498,Primary
5702,Girton Grammar School,202011018,-36.761969,144.270883,Combined
5703,Casey Grammar School,212031301,-38.11029539,145.29289885,Combined
5704,Victory Christian College,202011020,-36.782625,144.313456,Combined
5705,Ilim College,210051243,-37.668621,144.930072,Combined
5706,Erasmus Primary School,207011151,-37.827083,145.031327,Primary
5707,Kardinia International College,203021047,-38.112649,144.328729,Combined
5708,Good News Lutheran College,213051365,-37.855204,144.665994,Combined
5709,Sirius College,210051242,-37.684291,144.934966,Combined
5710,Sirius College - Keysborough Campus,212041314,-38.00482,145.161666,Combined
5711,Sirius College - Meadow Fair Campus,210051242,-37.671336,144.922064,Combined
5712,Sirius College - Shepparton Campus,216031418,-36.364187,145.49172,Combined
5713,Sirius College - Ibrahim Dellal Campus,213011338,-37.785573,144.790431,Combined
5714,Red Rock Christian College,210041240,-37.5191,144.706,Combined
5715,Maharishi School of the Age of Enlightenment,209021207,-37.704377,145.019467,Primary
5716,Shepparton Christian College,216031416,-36.35375591,145.41625825,Combined
5717,Darul Ulum College of Victoria,210031237,-37.705621,144.971191,Combined
5718,St Thomas Aquinas College,212011288,-38.0829561,145.62279301,Combined
5719,Bairnsdale Christian Community School,205021081,-37.841223,147.578345,Primary
5720,East Preston Islamic College,209021428,-37.73395221,145.03438975,Combined
5721,Heatherton Christian College,208031191,-37.957836,145.11125874,Combined
5722,Dandenong Ranges Steiner School,212011289,-37.959759,145.388212,Primary
5723,Melbourne Montessori School - Brighton East Campus,208011170,-37.911752,145.017512,Combined
5724,Aitken College,210051246,-37.627398,144.888422,Combined
5725,Alia College,207011152,-37.843225,145.045173,Secondary
5726,Ballarat Steiner School,201011005,-37.64075776,143.8622038,Primary
5727,Cobram Anglican Grammar School,216021411,-35.924283,145.660055,Combined
5728,Freshwater Creek Steiner School,203011036,-38.26332276,144.27973904,Primary
5729,Gisborne Montessori School,210021232,-37.45338955,144.60000934,Primary
5730,Mt Hira College,212041314,-38.013991,145.175471,Combined
5731,OneSchool Global Vic,213041358,-37.6863089083551,144.54225576943,Combined
5732,OneSchool Global Vic - Bendigo Centre,202011022,-36.781544,144.228738,Combined
5733,OneSchool Global Vic - Berwick Centre,212011287,-38.05818486,145.4156613,Combined
5734,OneSchool Global Vic - Melton Centre,213041358,-37.68625,144.542265,Combined
5735,OneSchool Global Vic - Swan Hill Centre,215031404,-35.344951,143.546714,Combined
5736,OneSchool Global Vic - Nathalia Centre,216021413,-36.059873,145.201894,Combined
5737,OneSchool Global Vic - Bairnsdale Centre,205021081,-37.809926,147.648418,Combined
5738,OneSchool Global Vic - Hamilton Campus,217011421,-37.745608,142.062859,Combined
5739,Geelong Baptist College,203021038,-38.068112,144.328265,Combined
5740,Mildura Christian College,215021395,-34.247423,142.145318,Combined
5741,St Paul's Anglican Grammar School - Traralgon Campus,205041097,-38.183039,146.518655,Combined
5742,Cathedral College Wangaratta,204021066,-36.355626,146.321634,Combined
5743,Cathedral College Wangaratta - The Close Campus,204021066,-36.384786,146.329242,Combined
5744,Berry Street School,212041460,-37.981547,145.190186,Secondary
5745,Yesodei HaTorah College,206051129,-37.873227,144.983491,Combined
5746,Alice Miller School - Candlebark Campus,210021235,-37.37230815,144.68761986,Combined
5747,Lakeside College,212011292,-38.06492414,145.45592791,Combined
5748,Beechworth Montessori School,204031068,-36.36704698,146.6931653,Primary
5749,Balcombe Grammar School,214021382,-38.2738,145.033,Combined
5750,Ballarat Christian College,201011004,-37.59333224,143.84324898,Combined
5751,Hume Anglican Grammar,210051445,-37.568405,144.931491,Combined
5752,Lighthouse Christian College Cranbourne,212031303,-38.14,145.3073,Combined
5753,Geelong Lutheran College,203021041,-38.23097342,144.3386112,Combined
5754,Daylesford Dharma School,201021011,-37.343614,144.165598,Primary
5755,Al Siraat College,209041431,-37.62426056,145.03753369,Combined
5756,Woodleigh School,214011374,-38.192609,145.173558,Combined
5757,Woodleigh School - Minimbah Campus,214011373,-38.17322436,145.1139308,Combined
5758,Heritage College Knox - Main Campus,211011449,-37.86004212,145.32162986,Primary
9382,Templestowe Heights Primary School,207021160,-37.767214,145.119353,Primary
9383,Sunshine Harvester Primary School,213011336,-37.78339776260833,144.84587475463115,Primary
9384,Croydon Primary School,211031451,-37.793171,145.281321,Primary
9385,Meadows Primary School,210051242,-37.68756372,144.92891592,Primary
9386,Dandenong High School-Cleeland Campus,212041311,-37.978281,145.213347,Secondary
9387,Dandenong High School Burremah Grassmere Annexe,212021295,-37.98582,145.231159,Secondary
9388,Collingwood College-Collingwood Alternative School,206071141,-37.802387,144.985641,Combined
9389,Lynall Hall Community School-Richmond Campus,206071144,-37.817951,145.001821,Secondary
9390,Yarra Hills Secondary College,211051281,-37.78925938,145.3160489,Secondary
9391,Frankston High School-VCE Campus,214011371,-38.160178,145.128869,Secondary
9392,Lavers Hill K-12 College - Barongarook Primary School,217031473,-38.4274734,143.6142497,Combined
9393,Traralgon College Hazelwood Estate,205041094,-38.311052,146.380177,Secondary
9394,Hume Central Secondary College,210051242,-37.680677,144.915239,Secondary
9395,Mill Park Secondary College-Senior Campus,209041431,-37.64495274,145.06345144,Secondary
9396,Sunbury And Macedon Ranges Specialist School-Bullengarook Senior Campus,210021232,-37.486294,144.516667,Combined
9397,Western Heights Secondary College-Quamby Campus,203021040,-38.1247,144.335,Secondary
9398,Bayside P-12 College-Paisley Campus,213021343,-37.84389559,144.8636354,Combined
9399,Western English Language School-Footscray Campus,213031348,-37.80658699,144.8998784,Combined
9400,Lakeview Senior College,213041463,-37.73116305,144.74013589,Secondary
9401,Maryborough Education Centre,201031016,-37.041827,143.722657,Combined
9407,Newport Gardens Primary School,213021344,-37.84488,144.867692,Primary
9425,Kyabram P-12 College-Haslem Campus,216011407,-36.31716396,145.05308927,Combined
9441,Westall Secondary College-Westall English Language Centre,212041310,-37.94022498,145.13618097,Secondary
9442,Aitken Creek Primary School,210051444,-37.58197659,144.90611487,Primary
9443,Albert Park College,206051128,-37.84436706,144.94741572,Secondary
9444,Phoenix P-12 Community College,201011004,-37.58661037,143.83350593,Combined
9445,Phoenix P-12 Community College-Redan Campus,201011004,-37.58554954,143.8345966,Combined
9446,Bayside P-12 College-Altona North Campus,213021343,-37.835866,144.84649,Combined
9447,Boort District P-12 School,202031033,-36.11042086,143.72681422,Combined
9448,Bulleen Heights School-Manningham Road Campus,207021160,-37.77220681,145.10448156,Secondary
9449,Oakwood School-Noble Park Campus,212041316,-37.9612569,145.19028668,Secondary
9450,Charles La Trobe P-12 College-Pavilion - The Edge South Morang Campus,209041220,-37.65058016,145.07003933,Combined
9451,Charles La Trobe P-12 College-The Pavilion Campus - Preston East,209021428,-37.73790557,145.01817463,Combined
9452,Cranbourne East Primary School,212031301,-38.1063,145.305,Primary
9453,Cranbourne East Secondary College,212031301,-38.104873,145.306032,Secondary
9454,Dallas Brooks Community Primary School,210051243,-37.669162,144.941842,Primary
9455,Horsham Primary School,215011388,-36.71137916,142.2151479,Primary
9456,Horsham Primary School-Rassmussen Road Campus,215011388,-36.6973783,142.20453565,Primary
9457,Kororoit Creek Primary School,213041462,-37.7352,144.754,Primary
9458,Lyndhurst Primary School,212031306,-38.0752,145.254,Primary
9459,Noble Park English Language School-Casey Campus,212031305,-38.03473944,145.2577936,Combined
9460,Noble Park English Language School-Springvale Campus,212041317,-37.952141,145.152736,Primary
9461,Noble Park English Language School-Stonnington Glen Eira Campus,208021176,-37.893771,145.046229,Primary
9462,Northern Bay P-12 College,203021038,-38.079288,144.355525,Combined
9463,Northern Bay P-12 College-Hendy Street P-8 Campus,203021038,-38.07100197,144.3672958,Combined
9464,Northern Bay P-12 College-Peacock Avenue P-8 Campus,203021038,-38.08914986,144.34273329,Combined
9465,Northern Bay P-12 College-Tallis Street P-8 Campus,203021038,-38.09032423,144.3648082,Combined
9466,Northern Bay P-12 College-Wexford Court P-8 Campus,203021038,-38.07230432,144.35104375,Combined
9467,Seymour College-Special Campus,204011059,-37.031612,145.142721,Combined
9468,Suzanne Cory High School,213051368,-37.8939,144.701,Secondary
9469,Truganina South Primary School,213051366,-37.865058,144.7257,Primary
9470,Wyndham Park Primary School,213051467,-37.88407252,144.67731743,Primary
9471,Blackburn English Language School-Maroondah Campus,211031265,-37.7694759,145.29611553,Combined
9472,Hume Central Secondary College-Hume Central English Language Campus,210051242,-37.67904953,144.93029698,Secondary
9473,Western English Language School-Wyndham Secondary Campus,213051467,-37.88896409,144.65362839,Combined
9474,Methodist Ladies' College - Mallacoota Campus,205021085,-37.480619,149.819391,Combined
9475,Islamic College Of Melbourne,213051365,-37.85474629,144.66015383,Combined
9476,Stott's Colleges,206041122,-37.811504,144.970599,Secondary
9486,Lightning Reef Primary School,202011018,-36.73684309,144.26879186,Primary
9535,Southern Cross Grammar,213041360,-37.71396413,144.73960237,Combined
9536,St Francis of Assisi Catholic Primary School,213051365,-37.84785899,144.69850647,Primary
9539,Waratah Special Developmental School,209011199,-37.756303,145.039531,Combined
9540,Geelong Grammar School - Corio Campus,203021038,-38.06692309,144.39852571,Combined
9544,Geelong Grammar School - Timbertop Campus,204011057,-37.127172,146.305349,Combined
9545,Geelong Grammar School - Bostock House Campus,203021046,-38.153142,144.336087,Combined
9546,Geelong Grammar School - Toorak campus,206061138,-37.839574,145.008657,Combined
9550,Berengarra School - Pathways Campus,212051319,-37.87599,145.099012,Secondary
9573,St Joseph's Flexible Learning Centre,206041123,-37.803548,144.954737,Secondary
9574,MacKillop Specialist School,203021045,-38.17432485,144.38711132,Combined
9575,St Francis Xavier College - Officer Campus,212011291,-38.06019427,145.43452663,Secondary
9576,St Peter's College - Clyde North Campus,212031301,-38.114158,145.319463,Secondary
9577,Northern School For Autism-Lalor Campus,209041219,-37.66743981,145.01113576,Combined
9578,Glenroy Central Primary School,210031438,-37.7051,144.925,Primary
9579,Doveton College,212021295,-37.9894,145.243,Combined
9580,Tarneit Senior College,213051365,-37.83330658,144.6794225,Secondary
9581,Surf Coast Secondary College,203031053,-38.30419186,144.32385516,Secondary
9582,Croxton Special School-Transition Learning Centre,206021112,-37.75685303,145.02513115,Combined
9583,Sacred Heart College - Senior Campus,216021414,-36.00867412,146.00920583,Secondary
9598,Berry Street School - Shepparton Campus,216031416,-36.376161,145.400044,Secondary
9599,Waverley Christian College - Narre Warren South Campus,212031458,-38.0493,145.3,Combined
9604,Koonwarra Village School,205031090,-38.54827709,145.94381103,Primary
9605,Glenroy Private,210031438,-37.697077,144.928185,Combined
9607,Divrei Emineh,208021182,-37.903565,145.035018,Combined
9611,Mount Evelyn Christian School - Ranges Tec Campus,211051278,-37.75246329,145.34789738,Combined
9613,Cornish College,212041314,-38.048641,145.150451,Combined
9614,Ilim College - Glenroy Campus,210031438,-37.703963,144.956528,Combined
9617,Western Autistic School,213051363,-37.85078167,144.7780691,Combined
9635,Marnebek School Cranbourne-Cranbourne East Campus,212031301,-38.104873,145.306032,Combined
9636,Collingwood English Language School-Broadmeadows Campus,210051242,-37.6815764,144.90933541,Combined
9642,Lindenow Primary School-Woodglen Campus,205021082,-37.775792,147.382147,Primary
9643,Glen Eira College-Glen Eira English Language Centre,208021177,-37.88572339,145.03804557,Secondary
9645,Emerson School-Emerson Middle campus,212041312,-37.96788545,145.21290794,Combined
9655,Wild Cherry School,205021081,-37.82106299,147.60780184,Primary
9658,Warringa Park School-Cayleys Road Campus,213051368,-37.95007201,144.68689171,Combined
9659,Alamanda K-9 College,213051466,-37.90833699,144.74120124,Combined
9660,Tarneit P-9 College,213051365,-37.8365064,144.6807343,Combined
9661,Benalla P-12 College,204021063,-36.553372,145.963847,Combined
9664,Benalla P-12 College-Waller Street Campus,204021063,-36.560203,145.965038,Combined
9665,Benalla P-12 College-Avon Street Campus,204021063,-36.547357,145.993704,Combined
9666,Benalla P-12 College-Clarke Street Campus,204021063,-36.55403,145.967943,Combined
9667,Parkville College,206041124,-37.778764,144.942622,Secondary
9668,Parkville College - Malmsbury Campus,202021030,-37.19010475,144.39223002,Secondary
9669,Jacana School for Autism,210051242,-37.68817767,144.91391556,Combined
9674,St Mary of the Cross MacKillop Catholic Parish Primary School,209041433,-37.62600008,145.0126014,Primary
9675,Gilson College - Mernda Campus,209041434,-37.599032,145.075501,Combined
9691,Yuille Park P-8 Community College-Yuille Campus,201011008,-37.52099479,143.82445829,Combined
9692,Lynall Hall Community School-The Island Campus,206011108,-37.74100062,144.97649917,Secondary
9693,Maryborough Education Centre-Beckworth Campus,201031016,-37.04228435,143.72268742,Combined
9702,Hume Valley School-Tanderrum Way Campus,210051242,-37.680382,144.915356,Combined
9703,Warringa Park School-Bethany Road Campus,213051361,-37.85648209,144.67533998,Combined
9704,Broadmeadows Special Developmental School,210051242,-37.68164744,144.91410401,Combined
9705,Officer Specialist School,212011287,-38.06945016,145.40973455,Combined
9706,Hazel Glen College,209041430,-37.59822111,145.12339968,Combined
9707,Auburn High School,207011152,-37.83968,145.04544,Secondary
9708,University High School-Elizabeth Blackburn School of Sciences,206041124,-37.79696,144.954469,Secondary
9712,St Mary of the Cross Catholic Primary School,213051464,-37.909348,144.765057,Primary
9713,St Thomas the Apostle Catholic Primary School,212031301,-38.111945,145.315857,Primary
9717,St Paul the Apostle Catholic Primary School,209041430,-37.59693094,145.11521724,Primary
9718,St John the Apostle Catholic Primary School,213051365,-37.8334172,144.66570747,Primary
9719,St Clare's Catholic Primary School,213051366,-37.84381088,144.72821442,Primary
9720,St Clare's Primary School,212011291,-38.06277462,145.43271272,Primary
9721,Marist College Bendigo,202011023,-36.73171249,144.22169053,Combined
9737,Chairo Christian School - Leongatha Campus,205031090,-38.470236,145.960873,Combined
9738,Australian International Academy of Education - Caroline Springs Senior Campus,213041463,-37.74655338,144.73936137,Combined
9739,Padua College - Tyabb campus,214021385,-38.2675042,145.19045957,Secondary
9740,St Joseph's College Geelong - Westcourt Campus,203021040,-38.1314367030218,144.330234397801,Secondary
9741,Yarrawonga College P-12-Gilmore Street Campus,216021414,-36.0185432,146.00593909,Combined
9744,Heathdale Christian College - Melton Campus,213041356,-37.673777,144.581062,Combined
9766,Victoria University Secondary College-Cairnlea Campus,213011329,-37.75506313,144.79495734,Secondary
9767,Wyndham Vale Primary School,213051369,-37.89592424,144.61063383,Primary
9768,Jennings Street School,213051363,-37.85597441,144.77365771,Combined
9769,Truganina P-9 College,213051366,-37.83876718,144.7190874,Combined
9770,Arnolds Creek Primary School,213041358,-37.66636657714844,144.54244995117188,Primary
9771,Rainbow P-12 College,215011390,-35.89446757,141.99669972,Combined
9772,Cire Community School - Mt Evelyn Campus,211051283,-37.771509,145.382392,Secondary
9773,Cire Community School,211051278,-37.7573,145.3506,Secondary
9774,Officer Secondary College,212011287,-38.06970435,145.41146304,Secondary
9775,ECG College Pakenham,212011291,-38.0705,145.474868,Secondary
9776,Woodleigh School - Penbank Campus,214021385,-38.245853,145.09313,Combined
9777,Rivercrest Christian College,212031301,-38.08981916,145.36663731,Combined
9807,Ilim College - Kiewa Campus,210051243,-37.670593,144.929918,Combined
9809,ECG College Leongatha,205031090,-38.475182,145.956322,Secondary
9811,Sirius College - Dallas Campus,210051243,-37.668396,144.9362,Combined
9849,Ozford College - Ozford College Campus,206041122,-37.812794,144.954527,Secondary
9850,Rosamond Special School Olympia Street Campus,213031351,-37.8033324,144.8572043,Secondary
9851,Sunshine College-Sunshine Work Education Training Unit,213011336,-37.790423,144.828102,Secondary
9852,St Albans East Primary School-St Albans East Deaf Facility,213011334,-37.7440559636254,144.810982897821,Primary
9853,Sunshine College-Sunshine Western Region Deaf Facility,213011338,-37.788165,144.794781,Secondary
9854,Cairnlea Park Primary School-Western Special Assistance Unit - Language,213011329,-37.758892,144.787687,Primary
9855,Al-Taqwa College - Olive Branch Annexe,213051365,-37.8098359,144.6951949,Combined
9856,Parkville College-Ascot Vale Secure Welfare Campus,206031113,-37.773175,144.923614,Secondary
9857,Parkville College-Maribyrnong Secure Welfare Campus,213031349,-37.769884,144.889741,Secondary
9858,Travancore School,206031115,-37.781674,144.934257,Secondary
9859,Roxburgh College-The Gateway School,210051242,-37.6797379,144.9173353,Secondary
9860,Mount Alexander 7-12 College-River Nile Campus,206041123,-37.8038045,144.9548661,Secondary
9861,Travancore School-Parkville Campus,206041124,-37.7812345,144.9476097,Secondary
9862,Brunswick Secondary College-The Brunswick Learning Space,206011107,-37.7587094,144.9459387,Secondary
9863,Coburg High School-Coburg Teaching Unit,206011108,-37.740693,144.97491,Secondary
9864,John Fawkner Secondary College-Sports Learning Centre,210031237,-37.703069,144.971595,Secondary
9865,Willmott Park Primary School-Willmott Park Deaf Facility,210051441,-37.591605,144.922315,Primary
9866,Fitzroy Community School - Thornbury Campus,206021112,-37.75882,144.995119,Primary
9867,Victorian School Of Languages,206021112,-37.7621,145.0257,Combined
9868,Reservoir High School-Heidelberg Secondary Teaching Unit,209021207,-37.722398,145.029008,Secondary
9869,Yarra Me School,209021428,-37.7381,145.021,Secondary
9870,Yea High School-Memorial Hall campus,209041433,-37.6438251,145.0260829,Secondary
9871,Austin Hospital School,209011198,-37.7567,145.0592,Secondary
9872,Rosanna Golf Links Primary School-Rosanna Golf Links Deaf Facility,209011198,-37.734678,145.073983,Primary
9873,Charles La Trobe P-12 College-Deaf Facility,209021205,-37.728988,145.059992,Combined
9874,Concord School-Concord Junior Campus,209011204,-37.706907,145.086879,Primary
9875,Yea High School-Eltham Birribi,209031209,-37.7229783,145.1642197,Secondary
9876,Yarra Me School -Hurstbridge Farm Campus,209031212,-37.6137627,145.1883896,Secondary
9877,Heatherwood School-State Vision Resource Centre,211021261,-37.800679,145.1780001,Secondary
9878,Swinburne Senior Secondary College-Camberwell Road Campus,207011151,-37.8224062,145.0387736,Secondary
9879,Avenues Education - Eastern Metropolitan,211031267,-37.8078356,145.2572842,Secondary
9880,Eastwood Primary School-Eastwood Deaf Facility,211031267,-37.817287,145.251617,Primary
9881,Croydon Community School-Woori Yallock Farm School Campus,211051286,-37.7896973,145.5212046,Secondary
9882,Mount View Primary School-Mount View Deaf Facility,212051321,-37.883745,145.179572,Primary
9883,Croydon Community School-Capacity Building,212051327,-37.907522,145.167038,Secondary
9884,Forest Hill College-Forest Hill Deaf Facility,207031166,-37.848664,145.16165,Secondary
9885,Croydon Community School-OPTIONS@Bayswater,211011251,-37.8374488,145.2591294,Secondary
9886,Yea High School-Chinese Community Centre,211011259,-37.8457108,145.2263336,Secondary
9887,Dandenong High School-Myuna Secondary Teaching Unit,212021295,-37.986676,145.231803,Secondary
9888,Hallam Senior Secondary College-Hallam Senior College / Mission Australia Annex,212021295,-37.9806343,145.2402945,Secondary
9889,Adass Israel School - Glen Eira Road Campus,208021177,-37.8769306,144.9982548,Combined
9890,Brighton Primary School-Brighton Primary School Deaf Facility,208011169,-37.912182,145.00123,Primary
9891,Berendale School-SMR Secondary Teaching Unit,208011172,-37.9389101,145.0325141,Secondary
9892,Avenues Education,208031191,-37.9343,145.0362,Secondary
9893,Westall Secondary College-LEEP Chelsea,208031186,-38.0508566,145.1178033,Secondary
9894,Seaford Primary School-Seaford Special Assistance Unit,214011375,-38.103965,145.130335,Primary
9895,Mount Erin Secondary College-Mount Erin Deaf Facility,214011373,-38.173671,145.147064,Secondary
9896,Oakwood School-Career Pathway Centre,214011371,-38.141484,145.1227865,Secondary
9897,Oakwood School-Frankston Campus,214011371,-38.141164,145.123093,Secondary
9898,Yea High School-Kevin Collopy Pavilion,214011371,-38.15278,145.145287,Secondary
9899,Mahogany Rise Primary School-Mahogany Rise Student Development Centre,214011372,-38.124772,145.157187,Primary
9900,Albert Park College-Environmental Arts Hub,206051130,-37.842451,144.939114,Secondary
9901,Nelson Park School-Illinois Avenue Annexe,203021038,-38.0803114,144.3541434,Secondary
9902,Yea High School-Goldsworthy Road Campus,203021038,-38.0772388,144.348389,Secondary
9903,Bell Park North Primary School-Geelong English Language Program,203021047,-38.1060633,144.3358415,Primary
9904,Grovedale West Primary School-Grovedale West Deaf Facility,203021041,-38.208584,144.329321,Primary
9905,Newcomb Secondary College-Victorian Sailing Water Safety School,203021039,-38.1469022,144.3692188,Secondary
9906,Belmont High School-Tanybryn Camp,217031476,-38.6678449,143.6959403,Secondary
9907,Lavers Hill K-12 College - Greater Otway Applied Learning School,217031472,-38.3406215,143.5889775,Combined
9908,Hampden Specialist School-Terang Campus,217031474,-38.2409455,142.9109397,Primary
9909,The Alpine School-Gnurad Gundidj Campus,217031474,-38.158374,142.953534,Secondary
9910,Warrnambool College-Wave Campus,217041480,-38.3789885,142.4779918,Secondary
9911,Brauer Secondary College-Dunkeld Annexe,217011423,-37.627851,142.340441,Secondary
9912,Portland Secondary College-Victoria Parade Campus,217011422,-38.3523784,141.6036893,Secondary
9913,Melton Secondary College-CaLM  Link up Campus,213041357,-37.7138769,144.5626497,Secondary
9914,Northern Bay P-12 College-Staughton Vale Outdoor Education Centre,203021043,-37.844217,144.282508,Combined
9915,Mount Rowan Secondary College-LinkUp - Ballarat Learning Exchange Campus,201011002,-37.5605882,143.8593781,Secondary
9916,Mount Clear College-G Place Campus,201011004,-37.5721619,143.8663365,Secondary
9917,Sovereign Hill School,201011004,-37.5755,143.8662,Secondary
9918,Forest Street Primary School-Forest Street Deaf Facility,201011008,-37.523254,143.835548,Primary
9919,Yuille Park P-8 Community College-Young Parents Campus,201011006,-37.5843286,143.823492,Combined
9920,Ararat Secondary College-School Farm Campus,215011386,-37.292882,142.945973,Secondary
9921,Warracknabeal Secondary College-Warracknabeal and Community Re-engagement Program,215011394,-36.2508257,142.3841286,Secondary
9922,Horsham College-Mc Kenzie Creek Campus,215011389,-36.7826882,142.1745546,Secondary
9923,Horsham College-Baillie Street Campus,215011388,-36.7115918,142.1955771,Secondary
9924,Woodend Primary School-Carlsruhe Campus,202021030,-37.2832859,144.5043533,Primary
9925,Kyneton High School-Macedon Ranges Satellite VCAL,202021030,-37.2481204,144.4627504,Secondary
9926,Castlemaine Secondary College-Yapeen Campus,202021028,-37.1320296,144.1882116,Secondary
9927,Frankston Special Developmental School-Blackwood Special Schools Outdoor Education Centre,201021009,-37.477758,144.304687,Secondary
9928,Red Cliffs Secondary College-FLO Connect Campus,215021469,-34.1837761,142.1583321,Secondary
9929,Charlton College Charlton College (Cluster),215031400,-36.2726923,143.3463054,Combined
9930,Bendigo Senior Secondary College-Netschool Campus,202011018,-36.7592385,144.2805589,Secondary
9931,Crusoe 7-10 Secondary College Bendigo Teaching Unit,202011020,-36.7655191,144.2909881,Secondary
9932,Kennington Primary School-Bendigo Deaf Facility,202011020,-36.7685464,144.3112361,Primary
9933,Charles La Trobe P-12 College-Camp Macleod,202021026,-36.898578,144.533593,Combined
9934,Kalianna Special School-Whipstick Environment Centre,202031032,-36.5556113,144.300567,Secondary
9935,Swan Hill College-FLO Campus,215031404,-35.3400068,143.5613264,Secondary
9936,Guthrie Street Primary School Shepparton-Shepparton Deaf Facility,216031417,-36.398635,145.3914,Primary
9937,Wodonga Senior Secondary College-Shepparton Flexible Learning Centre,216031417,-36.3888295,145.4047252,Secondary
9938,Gowrie Street Primary School Shepparton-Manega Koorie Annexe,216031416,-36.366796,145.397679,Primary
9939,St Georges Road Primary School Shepparton-Shepparton English Language Centre,216031417,-36.3888295,145.4047252,Primary
9940,Wodonga Senior Secondary College-Seymour Flexible Learning Centre,204011059,-37.021512,145.131138,Secondary
9941,Seymour College-Seymour College Agricultural Block,204011059,-37.0311124,145.1564106,Combined
9942,Northcote High School-Boho South Camp,204011055,-36.7704944,145.7831154,Secondary
9943,St Albans Secondary College-Strathbogie Camp,204011055,-36.821963,145.809837,Secondary
9944,Benalla P-12 College-Lake Nillacootie Camp,204011057,-36.880156,145.996311,Combined
9945,Wodonga Senior Secondary College-Benalla Flexible Learning Centre,204021063,-36.5482887,145.9904485,Secondary
9946,Outdoor School-Fifteen Mile Creek Camp,204021067,-36.6725576,146.2622385,Combined
9947,Wodonga Middle Years College-HighWater Campus,204031074,-36.093303,146.90372,Combined
9948,Wodonga Senior Secondary College-Wodonga Flexible Learning Centre,204031073,-36.1301282,146.862478,Secondary
