,School Name,SA2,Latitude,Longitude,School Type
4227,Cardross Primary School,215021399,-34.288009,142.145041,Primary
4228,Albion Primary School,213011328,-37.77791901,144.81972645,Primary
4229,Lemnos Primary School,216031418,-36.358053,145.462459,Primary
4230,Tarwin Lower Primary School,205031087,-38.702574,145.86706,Primary
4231,Nepean Special School,214011375,-38.119433,145.14233,Combined
4232,Brunswick South West Primary School,206011107,-37.77057,144.943182,Primary
4233,Bell Primary School,209021429,-37.747893,144.990725,Primary
4234,Chatham Primary School,207011155,-37.817113,145.091885,Primary
4235,Caulfield South Primary School,208021178,-37.89525,145.030446,Primary
4236,Ashburton Primary School,207011146,-37.86221,145.083814,Primary
4237,Bentleigh West Primary School,208021174,-37.920585,145.026767,Primary
4238,Seaspray Primary School,205051100,-38.356489,147.170623,Primary
4239,Anglesea Primary School,203031049,-38.39617969,144.19153917,Primary
4240,Briar Hill Primary School,209011202,-37.708307,145.116219,Primary
4241,Zeerust Primary School,216031418,-36.277196,145.405067,Primary
4242,Mckinnon Primary School,208021182,-37.908049,145.052795,Primary
4243,Clayton South Primary School,212041310,-37.94054,145.11622,Primary
4244,Ivanhoe East Primary School,209011201,-37.774587,145.059453,Primary
4245,Cobains Primary School,205051100,-38.074794,147.132279,Primary
4246,Mildura South Primary School,215021470,-34.213477,142.126787,Primary
4247,Tate Street Primary School Geelong,203021039,-38.1661575,144.37913581,Primary
4248,Brunswick North West Primary School,206011107,-37.756539,144.943099,Primary
4249,Katandra West Primary School,216031418,-36.225467,145.560714,Primary
4250,Fleetwood Primary School,212021456,-38.039,145.317,Primary
4251,Sandringham East Primary School,208011173,-37.956668,145.022221,Primary
4252,Seaholme Primary School,213021341,-37.86463903,144.84037855,Primary
4253,Somers Primary School,214021379,-38.392117,145.164606,Primary
4254,Upwey Primary School,211051284,-37.90286736,145.33280273,Primary
4255,Coburg North Primary School,206011108,-37.736032,144.951883,Primary
4256,Rosanna Primary School,209011198,-37.735395,145.062899,Primary
4257,Wantirna South Primary School,211011260,-37.872529,145.237339,Primary
4258,Strathmore Primary School,210011231,-37.7355515,144.91744081,Primary
4259,Balwyn North Primary School,207011148,-37.79638413,145.07649729,Primary
4260,Solway Primary School,207011146,-37.873238,145.07283,Primary
4261,Wangaratta West Primary School,204021066,-36.35373503,146.30495492,Primary
4262,Mount Beauty Primary School,204031069,-36.739498,147.17159,Primary
4263,Newlands Primary School,209021429,-37.730062,144.984747,Primary
4264,Newborough Primary School,205041095,-38.188582,146.292787,Primary
4265,Traralgon (Stockdale Road) Primary School,205041097,-38.18998,146.524169,Primary
4266,Gowrie Street Primary School Shepparton,216031416,-36.366802,145.396348,Primary
4267,Tootgarook Primary School,214021383,-38.369477,144.857321,Primary
4268,Moe (South Street) Primary School,205041095,-38.183188,146.260064,Primary
4269,Roslyn Primary School,203021037,-38.174006,144.329816,Primary
4270,St Georges Road Primary School Shepparton,216031417,-36.390092,145.405737,Primary
4271,Malvern Valley Primary School,208041195,-37.880801,145.081553,Primary
4272,Newborough East Primary School,205041095,-38.179,146.29376,Primary
4273,Belmore School,207011147,-37.804284,145.081145,Combined
4274,Croxton Special School,206021111,-37.76399724,144.98739781,Combined
4275,Herne Hill Primary School,203021040,-38.129536,144.332405,Primary
4276,Frankston East Primary School,214011372,-38.14669367,145.14586229,Primary
4277,Selby Primary School,211051274,-37.91135772,145.36681696,Primary
4278,Reservoir East Primary School,209021207,-37.72101356,145.021384,Primary
4279,Tucker Road Bentleigh Primary School,208021427,-37.932543,145.049012,Primary
4280,Katunga Primary School,216021413,-35.998559,145.455613,Primary
4281,Ballarat North Primary School,201011003,-37.54009926,143.86281084,Primary
4282,Bandiana Primary School,204031074,-36.152965,146.927135,Primary
4283,Greythorn Primary School,207011148,-37.801459,145.09588,Primary
4284,Warragul North Primary School,205011079,-38.148107,145.939854,Primary
4285,Horsham West and Haven Primary School,215011388,-36.717424,142.179993,Primary
4286,Horsham West and Haven Primary School-Haven Campus,215011388,-36.758079,142.194145,Primary
4287,Traralgon (Kosciuszko Street) Primary School,205041097,-38.199268000000004,146.515364,Primary
4288,Traralgon (Liddiard Road) Primary School,205041097,-38.201551,146.551488,Primary
4289,Eastwood Primary School,211031267,-37.817183,145.25247,Primary
4290,Pascoe Vale South Primary School,206011109,-37.745716,144.935615,Primary
4291,Lalor Primary School,209041219,-37.67067484,145.02585206,Primary
4292,Reservoir West Primary School,209021208,-37.72196139,144.99054495,Primary
4293,Coatesville Primary School,208021426,-37.920339,145.073236,Primary
4294,Old Orchard Primary School,207031161,-37.807591,145.152388,Primary
4295,Huntingdale Primary School,212051326,-37.913101,145.102276,Primary
4296,Box Hill North Primary School,207031164,-37.800792,145.123311,Primary
4297,Ferntree Gully North Primary School,211011447,-37.875184,145.298857,Primary
4298,Ararat West Primary School,215011386,-37.277361,142.920999,Primary
4299,Oak Park Primary School,210031239,-37.71593849,144.91458379,Primary
4300,Dandenong North Primary School,212041311,-37.976563,145.215422,Primary
4301,Bairnsdale West Primary School,205021081,-37.824541,147.608096,Primary
4302,Kalianna Special School,202011018,-36.737835,144.278655,Combined
4303,Harrisfield Primary School,212041459,-37.954424,145.179526,Primary
4304,Pascoe Vale North Primary School,210031239,-37.72054,144.944025,Primary
4305,Belle Vue Primary School,207011148,-37.781943,145.078733,Primary
4306,Oberon Primary School,203021037,-38.179439,144.34199,Primary
4307,Moe Primary School,205041095,-38.189727,146.246722,Primary
4308,St Albans East Primary School,213011334,-37.7440559636254,144.810982897821,Primary
4309,Bourchier Street Primary School Shepparton,216031416,-36.366538,145.412966,Primary
4310,Swan Hill North Primary School,215031404,-35.331249,143.546129,Primary
4311,Sunshine Heights Primary School,213011338,-37.792371,144.81728,Primary
4312,Sunshine North Primary School,213011337,-37.7718537,144.83729726,Primary
4313,Banyule Primary School,209011198,-37.743369,145.077646,Primary
4314,Portland South Primary School,217011422,-38.365275,141.610615,Primary
4315,Rosanna Golf Links Primary School,209011198,-37.735116,145.074532,Primary
4316,Cheltenham East Primary School,208031188,-37.965256,145.068353,Primary
4317,Cranbourne South Primary School,212031303,-38.14810286,145.24484272,Primary
4318,Yarrunga Primary School,204021066,-36.37256,146.317178,Primary
4319,Ballarat Specialist School,201011002,-37.55244058,143.81869551,Combined
4320,Ballarat Specialist School - Midlands Farm Campus,201011003,-37.53522109,143.85505879,Combined
4321,Preston North East Primary School,209021428,-37.73381878,145.02945421,Primary
4322,Orbost North Primary School,205021085,-37.697788,148.466001,Primary
4323,Nelson Park School,203021047,-38.114241,144.337703,Combined
4324,Craigieburn Primary School,210051442,-37.582572,144.932871,Primary
4325,Warrnambool East Primary School,217041480,-38.389498,142.497399,Primary
4326,Colac South West Primary School,217031472,-38.343634,143.572026,Primary
4327,George Street Primary School - Hamilton,217011421,-37.747887,142.034454,Primary
4328,Valkstone Primary School,208021426,-37.914608,145.057169,Primary
4329,Overport Primary School,214011371,-38.160488,145.126972,Primary
4330,Wembley Primary School,213031352,-37.82048,144.874845,Primary
4331,Rosamond Special School,213031347,-37.77963666,144.85540861,Combined
4332,Bonbeach Primary School,208031186,-38.066598,145.12674,Primary
4333,Heatherhill Primary School,212041317,-37.96286642,145.15891639,Primary
4334,Beaumaris North Primary School,208011168,-37.974138,145.036273,Primary
4335,Hamlyn Banks Primary School,203021040,-38.117972,144.327808,Primary
4336,Yarraman Oaks Primary School,212041459,-37.970289,145.191525,Primary
4337,Mount Pleasant Road Nunawading Primary School,211041271,-37.82821798,145.18084311,Primary
4338,Glenroy West Primary School,210031438,-37.705045,144.90843,Primary
4339,Dandenong South Primary School,212041311,-37.998498,145.212015,Primary
4340,St Albans North Primary School,213011334,-37.73193038,144.80154118,Primary
4341,Avondale Primary School,210011229,-37.766157,144.861529,Primary
4342,Beverley Hills Primary School,207021425,-37.796933,145.15887,Primary
4343,Wodonga West Primary School,204031074,-36.122414,146.876708,Primary
4344,Frankston Heights Primary School,214011371,-38.1619589,145.14676635,Primary
4345,Kerrimuir Primary School,207031164,-37.8038,145.135,Primary
4346,Heathmont East Primary School,211031267,-37.830346,145.257688,Primary
4347,Strathmore North Primary School,210011231,-37.721964,144.909434,Primary
4348,Oakleigh South Primary School,212051326,-37.923377,145.0946,Primary
4349,Thomastown East Primary School,209041223,-37.680455,145.02513409,Primary
4350,Mount Waverley Heights Primary School,212051324,-37.889201,145.11176,Primary
4351,East Bentleigh Primary School,208021427,-37.93468728,145.06925624,Primary
4352,Parktone Primary School,208031193,-37.98726288,145.08827541,Primary
4353,Antonio Park Primary School,211041270,-37.816199,145.206052,Primary
4354,Kingsbury Primary School,209021205,-37.716025,145.037204,Primary
4355,Katandra School,208021182,-37.902061,145.040738,Combined
4356,Ardeer Primary School,213011328,-37.780957,144.800473,Primary
4357,Westall Primary School,212041310,-37.942431,145.135824,Primary
4358,Tullamarine Primary School,210051250,-37.702204,144.87957,Primary
4359,Guthridge Primary School,205051103,-38.095698,147.083829,Primary
4360,Park Orchards Primary School,211021261,-37.779724,145.215817,Primary
4361,Albion North Primary School,213011337,-37.76269,144.823899,Primary
4362,Blackburn Lake Primary School,207031161,-37.827601,145.166097,Primary
4363,Laburnum Primary School,207031161,-37.827083,145.138753,Primary
4364,Rollins Primary School,203021047,-38.101293,144.32709,Primary
4365,Rollins Primary School-Batesford Campus,203021047,-38.091987,144.289278,Primary
4366,Heatherwood School,211021261,-37.80033733,145.17803621,Secondary
4367,Bellaire Primary School,203021042,-38.179471,144.319575,Primary
4368,Pinewood Primary School,212051324,-37.890157,145.14221,Primary
4369,Broadmeadows Primary School,210051242,-37.68042434,144.92910212,Primary
4370,Moomba Park Primary School,210031237,-37.695789,144.966573,Primary
4371,Keilor Heights Primary School,210011229,-37.737516,144.866495,Primary
4372,Ainslie Parklands Primary School,211031451,-37.793786,145.264244,Primary
4373,Parkmore Primary School,211041269,-37.843634,145.175731,Primary
4374,Lara Primary School,203021043,-38.015802,144.410715,Primary
4375,Mullum Primary School,211031266,-37.797737,145.239443,Primary
4376,Cranbourne Park Primary School,212031300,-38.103932,145.277482,Primary
4377,Viewbank Primary School,209011203,-37.73473,145.08999,Primary
4378,Greenhills Primary School,209011197,-37.6928,145.119,Primary
4379,Upwey South Primary School,211051284,-37.91313917,145.3268393,Primary
4380,Simpson Primary School,217031475,-38.4986145,143.20805791,Primary
4381,Eltham East Primary School,209031209,-37.71147745,145.1551034,Primary
4382,Belvedere Park Primary School,214011375,-38.109716,145.146813,Primary
4383,Essex Heights Primary School,212051323,-37.862945,145.115107,Primary
4384,Mountain Gate Primary School,211011448,-37.886296,145.268773,Primary
4385,Fairhills Primary School,211011447,-37.869247,145.265708,Primary
4386,Boronia West Primary School,211011446,-37.85866556,145.27854717,Primary
4387,Southmoor Primary School,208031191,-37.941834,145.055962,Primary
4388,Ringwood Heights Primary School,211031268,-37.80286,145.217809,Primary
4389,Glenroy Specialist School,210031438,-37.69931796,144.91941199,Combined
4390,Ruskin Park Primary School,211031450,-37.798537,145.29679393,Primary
4391,Emerson School,212041311,-37.969247,145.208041,Combined
4392,Fyans Park Primary School,203021046,-38.153799,144.326861,Primary
4393,Karingal Primary School,214011372,-38.137924,145.152277,Primary
4394,Mount View Primary School,212051321,-37.8833053,145.17786311,Primary
4395,Syndal South Primary School,212051324,-37.87912136,145.14327673,Primary
4396,Montmorency South Primary School,209011202,-37.725018,145.129255,Primary
4397,Berendale School,208011172,-37.938959,145.031808,Secondary
4398,Altona North Primary School,213021343,-37.836928,144.849365,Primary
4399,Burwood Heights Primary School,207031166,-37.847344,145.163539,Primary
4400,Stawell West Primary School,215011392,-37.065765,142.771294,Primary
4401,Watsonia Heights Primary School,209011197,-37.715299,145.100728,Primary
4402,Forest Street Primary School,201011008,-37.523419,143.834505,Primary
4403,Pembroke Primary School,211051281,-37.79595862,145.32549228,Primary
4404,Mahogany Rise Primary School,214011372,-38.125617,145.157399,Primary
4405,Wilmot Road Primary School Shepparton,216031417,-36.398498,145.405898,Primary
4406,Bundoora Primary School,209011196,-37.707339,145.062989,Primary
4407,University Park Primary School,213011335,-37.755063,144.803018,Primary
4408,St Albans Heights Primary School,213011335,-37.748474,144.809689,Primary
4409,Kerang South Primary School,215031402,-35.741229,143.927155,Primary
4410,Hume Valley School,210051243,-37.672396,144.927013,Combined
4411,Coolaroo South Primary School,210051243,-37.661891,144.930657,Primary
4412,Mentone Park Primary School,208031190,-37.98001,145.082797,Primary
4413,Donvale Primary School,211021261,-37.800486,145.173655,Primary
4414,Bell Park North Primary School,203021047,-38.10606747,144.33590901,Primary
4415,Boronia Heights Primary School,211011446,-37.844571,145.296485,Primary
4416,Glenallen School,212051322,-37.8883595,145.16174647,Combined
4417,Churchill Primary School,205041094,-38.311104,146.415424,Primary
4418,Montpellier Primary School,203021042,-38.16616952,144.31621691,Primary
4419,Bayswater South Primary School,211011251,-37.854897,145.261347,Primary
4420,Seaford North Primary School,214011375,-38.09005341,145.13365481,Primary
4421,Morwell Park Primary School,205041096,-38.227932,146.42446,Primary
4422,Lalor East Primary School,209041223,-37.67653306,145.03496404,Primary
4423,Jackson School,213011335,-37.756022,144.814184,Combined
4424,Carlton Primary School,206041117,-37.79621,144.969299,Primary
4425,Wangala Primary School,203021037,-38.187706136380626,144.33815355874145,Primary
4426,Templestowe Valley Primary School,207021160,-37.760611,145.10938,Primary
4427,Highvale Primary School,212051321,-37.866403,145.17421,Primary
4428,Watsonia North Primary School,209011204,-37.700521,145.080775,Primary
4429,Wooranna Park Primary School,212041312,-37.960303,145.216821,Primary
4430,Knox Park Primary School,211011254,-37.883627,145.251402,Primary
4431,Birralee Primary School,207021157,-37.793285,145.113341,Primary
4432,Ararat North Primary School,215011386,-37.274648,142.940052,Primary
4433,Derinya Primary School,214011373,-38.174436,145.120945,Primary
4434,Thomastown West Primary School,209041223,-37.67870395,145.00078733,Primary
4435,Rowville Primary School,211011256,-37.923156,145.237967,Primary
4436,Mossfiel Primary School,213051362,-37.87293,144.695967,Primary
4437,Ballam Park Primary School,214011372,-38.147457,145.158282,Primary
4438,Sunbury West Primary School,210041241,-37.574777,144.713482,Primary
4439,Gladstone Park Primary School,210051245,-37.6878,144.887,Primary
4440,Manchester Primary School,211051281,-37.77207251,145.30859179,Primary
4441,Glendal Primary School,212051322,-37.86696957,145.15905664,Primary
4442,Bimbadeen Heights Primary School,211051281,-37.77376388,145.32114454,Primary
4443,Wattle View Primary School,211011447,-37.875825,145.278016,Primary
4444,Sherbourne Primary School,209011202,-37.708912,145.129799,Primary
4445,Donburn Primary School,207021425,-37.787456,145.165525,Primary
4446,Guthrie Street Primary School Shepparton,216031417,-36.398497,145.390967,Primary
4447,Araluen Primary School,205051103,-38.108052,147.089065,Primary
4448,Vermont South Special School,211041273,-37.85114,145.180596,Combined
4449,Concord School,209011196,-37.701999,145.075008,Combined
4450,Deer Park West Primary School,213011330,-37.770969,144.765406,Primary
4451,Campbellfield Heights Primary School,210051243,-37.674431,144.96564,Primary
4452,Lalor North Primary School,209041219,-37.66415051,145.02853516,Primary
4453,Melton West Primary School,213041358,-37.6777,144.568,Primary
4454,Diamond Creek East Primary School,209031215,-37.67347015,145.16595207,Primary
4455,Brandon Park Primary School,212051327,-37.914319,145.173248,Primary
4456,Bayswater West Primary School,211011251,-37.849581,145.252521,Primary
4457,Mornington Park Primary School,214021380,-38.226018,145.058167,Primary
4458,Wodonga South Primary School,204031074,-36.139617,146.893995,Primary
4459,Aldercourt Primary School,214011372,-38.116618,145.161618,Primary
4460,Richmond West Primary School,206071144,-37.813626,144.995735,Primary
4461,Marlborough Primary School,211031267,-37.836412,145.232942,Primary
4462,Stevensville Primary School,213011334,-37.735879,144.780959,Primary
4463,Birmingham Primary School,211051283,-37.77958096,145.36851723,Primary
4464,Woodville Primary School,213051362,-37.883701,144.692328,Primary
4465,Glengala Primary School,213011338,-37.79912,144.814225,Primary
4466,Karingal Heights Primary School,214011372,-38.141022,145.166355,Primary
4467,Wallarano Primary School,212041460,-37.979685,145.170594,Primary
4468,Victoria Road Primary School,211051278,-37.7552045,145.33629111,Primary
4469,Mooroolbark East Primary School,211051281,-37.7867,145.33580688,Primary
4470,Ardeer South Primary School,213011338,-37.790061,144.79893,Primary
4471,Gladesville Primary School,211051277,-37.811101,145.32291276,Primary
4472,Falls Creek Primary School,204031069,-36.86431196,147.27976091,Primary
4473,Debney Meadows Primary School,206031115,-37.785775,144.935253,Primary
4474,Fountain Gate Primary School,212021456,-38.00940595,145.2948464,Primary
4475,Tinternvale Primary School,211031267,-37.818406,145.265345,Primary
4476,Grovedale West Primary School,203021041,-38.208278,144.328948,Primary
4477,Baringa Special School,205041095,-38.191745,146.2572,Combined
4478,Naranga Special School,214011372,-38.147158,145.163005,Combined
4479,Kent Park Primary School,211011448,-37.88336,145.262763,Primary
4480,Deer Park North Primary School,213011330,-37.756149,144.774945,Primary
4481,Rosewood Downs Primary School,212041312,-37.944231,145.214272,Primary
4482,Mooroopna Park Primary School,216031415,-36.380103,145.34594,Primary
4483,Coburn Primary School,213041357,-37.694888,144.571278,Primary
4484,Manorvale Primary School,213051468,-37.89406,144.643892,Primary
4485,Gladstone Views Primary School,210051245,-37.689596,144.89768,Primary
4486,Wheelers Hill Primary School,212051327,-37.90121,145.178012,Primary
4487,Ashwood School,212051319,-37.859665,145.107162,Combined
4488,Broadmeadows Valley Primary School,210051242,-37.681103,144.913197,Primary
4489,Bulleen Heights School,207021156,-37.763285,145.09506,Combined
4490,Kingston Heath Primary School,208031188,-37.9629,145.079,Primary
4491,Andersons Creek Primary School,211021262,-37.748379,145.208188,Primary
4492,Waverley Meadows Primary School,212051327,-37.914356,145.184337,Primary
4493,Kingswood Primary School,212041313,-37.983045,145.123443,Primary
4494,Ascot Vale Heights School,206031113,-37.776821,144.932355,Combined
4495,Camelot Rise Primary School,212051321,-37.865243,145.188026,Primary
4496,Livingstone Primary School,211041273,-37.852924,145.180661,Primary
4497,Churchill North Primary School,205041094,-38.304642,146.416953,Primary
4498,St Albans Meadows Primary School,213011335,-37.753613,144.817597,Primary
4499,Silverton Primary School,212041316,-37.949208,145.192988,Primary
4500,Kalinda Primary School,211031266,-37.790009,145.253729,Primary
4501,Whittington Primary School,203021045,-38.177501,144.395171,Primary
4502,Coldstream Primary School,211051278,-37.73255846,145.38270708,Primary
4503,Epping Primary School-Greenbrook Campus,209041432,-37.6507763,145.04160752,Primary
4504,Templestowe Park Primary School,207021159,-37.756273,145.143259,Primary
4505,River Gum Primary School,212031305,-38.034671,145.260979,Primary
4506,Regency Park Primary School,211011259,-37.854873,145.236165,Primary
4507,Dorset Primary School,211031450,-37.810084,145.285748,Primary
4508,Eastbourne Primary School,214021384,-38.373942,144.883503,Primary
4509,Thomastown Meadows Primary School,209041223,-37.68212463,144.99255851,Primary
4510,Kingsley Park Primary School,214011371,-38.16808,145.155704,Primary
4511,James Cook Primary School,212021454,-37.979065,145.245853,Primary
4512,Movelle Primary School,213011333,-37.737591,144.775639,Primary
4513,Mount Eliza North Primary School,214021381,-38.188401,145.10054,Primary
4514,Melrose Primary School,204031073,-36.130505,146.861418,Primary
4515,Yarrabah School,208031189,-38.013994,145.096687,Combined
4516,Frankston Special Developmental School,214011372,-38.143298,145.170197,Combined
4517,Port Phillip Specialist School,206051130,-37.83678831,144.94197287,Combined
4518,Cobram and District Specialist School,216021411,-35.925817,145.651577,Combined
4519,Monash Special Developmental School,212051327,-37.9069788,145.16579622,Combined
4520,Iramoo Primary School,213051369,-37.895763,144.628663,Primary
4521,Verney Road School,216031416,-36.367444,145.415292,Combined
4522,Weeden Heights Primary School,211041273,-37.859173,145.178399,Primary
4523,Mill Park Primary School,209041221,-37.6746058,145.06588161,Primary
4524,Diamond Valley Special Developmental School,209031213,-37.68675447,145.11165308,Combined
4525,Melton Specialist School,213041358,-37.68057,144.56822,Combined
4526,Springvale Park Special Developmental School,212041317,-37.94935521,145.15431223,Combined
4527,Warringa Park School,213051362,-37.884042,144.687587,Combined
4528,Serpell Primary School,207021159,-37.769901,145.155574,Primary
4529,Mount Martha Primary School,214021382,-38.275563,145.01373,Primary
4530,Altona Meadows Primary School,213021342,-37.868462,144.779636,Primary
4531,The Patch Primary School,211051282,-37.891858,145.393718,Primary
4532,Jells Park Primary School,212051327,-37.902530670166016,145.19277954101562,Primary
4533,Albanvale Primary School,213011333,-37.74426355,144.77447141,Primary
4534,Kismet Park Primary School,210041240,-37.565686,144.72837,Primary
4535,Kunyung Primary School,214021381,-38.187675,145.07623,Primary
4536,Apollo Parkways Primary School,209031213,-37.68739459,145.10987311,Primary
4537,Mandama Primary School,203021041,-38.200395,144.327883,Primary
4538,Bethal Primary School,210051247,-37.659704,144.918158,Primary
4539,Cranbourne West Primary School,212031300,-38.103114,145.268179,Primary
4540,Patterson Lakes Primary School,208031185,-38.069838,145.144792,Primary
4541,Seaford Park Primary School,214011375,-38.105038,145.15444,Primary
4542,Billanook Primary School,211051280,-37.82495466,145.33925362,Primary
4543,Chirnside Park Primary School,211051275,-37.75021455,145.31119631,Primary
4544,Bass Valley Primary School,205031093,-38.431229,145.488767,Primary
4545,Templeton Primary School,211011259,-37.861086,145.232629,Primary
4546,Sunbury Heights Primary School,210041241,-37.581038,144.706645,Primary
4547,Darley Primary School,213041353,-37.65528318,144.43690863,Primary
4548,Delacombe Primary School,201011006,-37.58490912,143.81855871,Primary
4549,Wallaroo Primary School,214021379,-38.298326,145.172567,Primary
4550,Mossgiel Park Primary School,212021453,-37.968004,145.267525,Primary
4551,Wedge Park Primary School,213041358,-37.676163,144.555291,Primary
4552,Appin Park Primary School,204021066,-36.341594,146.300713,Primary
4553,Croydon Special Developmental School,211031452,-37.815627,145.280781,Combined
4554,Milgate Primary School,207021424,-37.773925,145.17518,Primary
4555,Berwick Lodge Primary School,212021293,-38.031467,145.327114,Primary
4556,Furlong Park School For Deaf Children,213011337,-37.761437,144.8271,Combined
4557,Sunbury And Macedon Ranges Specialist School,210041241,-37.596023,144.729326,Combined
4558,Northern School For Autism,209021207,-37.7004815,145.03008583,Combined
4559,Latrobe Special Developmental School,205041097,-38.205428,146.532224,Combined
4560,Belvoir Wodonga Special Developmental School,204031073,-36.12311301,146.85473782,Combined
4561,Burwood East Special Developmental School,207031166,-37.857201,145.142122,Combined
4562,Wangaratta District Specialist School,204021066,-36.343788,146.300161,Combined
4563,Meadow Heights Primary School,210051247,-37.650169,144.923556,Primary
4564,Bundarra Primary School,217011422,-38.362245,141.592446,Primary
4565,Peninsula Specialist College,214021377,-38.341841,145.010108,Combined
4566,Chalcot Lodge Primary School,212021453,-37.969731,145.247698,Primary
4567,Rangebank Primary School,212031300,-38.08736,145.275739,Primary
4568,Knox Gardens Primary School,211011260,-37.882282,145.229582,Primary
4569,Southern Cross Primary School,212021454,-37.987996,145.264574,Primary
4570,Kings Park Primary School,213011333,-37.733298,144.766932,Primary
4571,Dandenong Valley Special Developmental School,212021456,-38.00759964,145.29599912,Combined
4572,Mornington Special Developmental School,214021380,-38.22610733,145.05718384,Combined
4573,Bayside Special Developmental School,208031191,-37.943358,145.056804,Combined
4574,Rolling Hills Primary School,211051281,-37.76637184,145.32681708,Primary
4575,Craigieburn South Primary School,210051443,-37.608703,144.93561,Primary
4576,Findon Primary School,209041221,-37.66680387,145.05079433,Primary
4577,Loch Sport Primary School,205051100,-38.057804,147.56681,Primary
4578,Yarra Ranges Special Developmental School,211051283,-37.77502297,145.38487101,Combined
4579,Colac Specialist School,217031472,-38.345712,143.589025,Combined
4580,Goonawarra Primary School,210041240,-37.580556,144.751508,Primary
4581,Mildura Specialist School,215021470,-34.199885,142.143641,Combined
4582,Southern Autistic School,208021427,-37.92671866,145.06208188,Combined
4583,Bellbridge Primary School,213051361,-37.87051773071289,144.7106475830078,Primary
4584,Croydon Hills Primary School,211031265,-37.776787,145.272263,Primary
4585,Kurunjang Primary School,213041356,-37.670158,144.585972,Primary
4586,Langwarrin Park Primary School,214011374,-38.150915,145.2025,Primary
4587,Taylors Lakes Primary School,213011340,-37.708923,144.794084,Primary
4588,Glen Katherine Primary School,209011197,-37.689901,145.140396,Primary
4589,Coburg Special Developmental School,206011108,-37.732916,144.951739,Combined
4590,Broadmeadows Special Developmental School-Sorrento Street Campus,210051242,-37.67946521,144.91172556,Combined
4591,Sunshine Special Developmental School,213011338,-37.80343497,144.81988898,Combined
4592,Swan Hill Specialist School,215031404,-35.349243,143.54509,Combined
4593,Richmond Primary School,206071144,-37.82984,145.0002,Primary
4594,Yarra Primary School,206071144,-37.814639,145.007482,Primary
4595,Skene Street School Stawell,215011392,-37.057672,142.78383,Combined
4596,Horsham Special School,215011388,-36.70784487,142.18678103,Combined
4597,Hampden Specialist School,217031475,-38.3231,143.063,Combined
4598,Merri River School,217041480,-38.354536,142.478217,Combined
4599,Yarraville Special Developmental School,213031352,-37.817905,144.883653,Combined
4600,Clifton Springs Primary School,203031048,-38.16518,144.553674,Primary
4601,Park Ridge Primary School,211011256,-37.918414,145.262461,Primary
4602,Portland Bay School,217011422,-38.346239,141.596126,Combined
4603,Hamilton Parklands School,217011421,-37.726861,142.022463,Combined
4604,Merriang Special Developmental School,209041219,-37.66723751,145.01508331,Combined
4605,Merriang Special Developmental School-Junior Campus,209041435,-37.6303261,145.07781579,Combined
4606,Orchard Grove Primary School,207031162,-37.84023,145.146528,Primary
4607,Meadowglen Primary School,209041431,-37.64274926,145.05308621,Primary
4608,Altona Green Primary School,213021342,-37.88657995,144.78469045,Primary
4609,Boroondara Park Primary School,207011148,-37.788976,145.08806,Primary
4610,Warragul & District Specialist School,205011079,-38.16487962,145.92438694,Combined
4611,Warracknabeal Special Developmental School,215011394,-36.249024,142.386753,Combined
4612,Coral Park Primary School,212031305,-38.043193,145.274719,Primary
4613,Maramba Primary School,212021455,-38.003598,145.303749,Primary
4614,Thomas Mitchell Primary School,212021454,-37.979971,145.274463,Primary
4615,Karoo Primary School,211011257,-37.905324,145.263279,Primary
4616,Mackellar Primary School,213011331,-37.717354,144.776851,Primary
4617,Bendigo Special Developmental School,202011022,-36.795866,144.240152,Combined
4618,Echuca Twin Rivers Specialist School,216011406,-36.137618,144.725326,Combined
4619,Aspendale Gardens Primary School,208031183,-38.022512,145.116796,Primary
4620,Berwick Fields Primary School,212021294,-38.049548,145.333646,Primary
4621,Brentwood Park Primary School,212021294,-38.052556,145.347454,Primary
4622,Eastern Ranges School,211011447,-37.880049,145.28582,Combined
4623,Cambridge Primary School,213051362,-37.867389,144.675695,Primary
4624,Rowellyn Park Primary School,214011370,-38.103764,145.191954,Primary
4625,Baden Powell P-9 College,213051361,-37.859807,144.690864,Combined
4626,Baden Powell P-9 College-Tarneit Campus,213051365,-37.84250152,144.69502808,Combined
4627,Woodlands Primary School,214011374,-38.135677,145.205019,Primary
4628,Mill Park Heights Primary School,209041220,-37.65720896,145.05130996,Primary
4629,Monmia Primary School,213011332,-37.717826,144.792382,Primary
4630,Seabrook Primary School,213021345,-37.878842,144.757899,Primary
4631,Willmott Park Primary School,210051441,-37.591462,144.921416,Primary
4632,Thomas Chirnside Primary School,213051468,-37.903205,144.637883,Primary
4633,Heany Park Primary School,211011258,-37.933923,145.24288,Primary
4634,Ranfurly Primary School,215021470,-34.1932216,142.13317336,Primary
4635,Kilberry Valley Primary School,212031305,-38.0336,145.279257,Primary
4636,Killara Primary School,210041241,-37.563874,144.704761,Primary
4637,Surfside Primary School,203031050,-38.261421,144.541513,Primary
4638,Oatlands Primary School,212021455,-38.006441,145.31619,Primary
4639,Westgrove Primary School,213051467,-37.878096,144.658975,Primary
4640,Peranbin Primary College,204011055,-36.634239,145.716968,Primary
4641,Peranbin Primary College-Swanpool Campus,204021064,-36.751485,146.001471,Primary
4642,Peranbin Primary College-Strathbogie Campus,204011055,-36.856,145.736416,Primary
