,rent,coordinates,bedroom,Baths,Parking,url
1605,550,"[-37.7852709, 144.8191183]",3,2,2,https://www.domain.com.au/3-77-fraser-street-sunshine-vic-3020-16036873
1606,600,"[-37.9511797, 145.0389376]",3,1,6,https://www.domain.com.au/13-middleton-street-highett-vic-3190-16041064
1607,430,"[-37.7750912, 145.0395652]",2,2,1,https://www.domain.com.au/35-merton-street-ivanhoe-vic-3079-16053008
1608,425,"[-37.8141188, 145.1109054]",2,1,1,https://www.domain.com.au/2-82-victoria-crescent-mont-albert-vic-3127-16042433
1609,450,"[-37.8815547, 144.747168]",3,2,2,https://www.domain.com.au/28-copeland-crescent-point-cook-vic-3030-15541486
1610,280,"[-34.2299239, 142.1635696]",2,1,1,https://www.domain.com.au/1-2074-fifteenth-street-irymple-vic-3498-16077482
1611,1300,"[-37.9109577, 145.0056098]",4,2,2,https://www.domain.com.au/55-durrant-street-brighton-vic-3186-16058681
1612,460,"[-37.806761, 145.193524]",3,1,1,https://www.domain.com.au/2-1-wooddale-grove-mitcham-vic-3132-16054876
1613,400,"[-38.1380334, 144.3291884]",3,1,1,https://www.domain.com.au/4-murchison-court-herne-hill-vic-3218-16079383
1614,400,"[-36.0523706, 146.45972]",2,2,1,https://www.domain.com.au/33-reid-street-rutherglen-vic-3685-16031699
1615,330,"[-37.7317186, 144.9927717]",1,1,1,https://www.domain.com.au/12-4-6-sheffield-street-preston-vic-3072-16068973
1616,420,"[-37.6701034, 145.1590778]",2,1,1,https://www.domain.com.au/2-15-gipson-street-diamond-creek-vic-3089-16072444
1617,445,"[-37.9213654, 145.1653731]",3,1,1,https://www.domain.com.au/11-stratford-court-mulgrave-vic-3170-16014481
1618,1100,"[-37.8000253, 144.9664421]",3,2,2,https://www.domain.com.au/22-dorrit-street-carlton-vic-3053-16031791
1619,420,"[-37.6954795, 145.0084774]",4,1,2,https://www.domain.com.au/16a-merrilands-road-reservoir-vic-3073-16032804
1620,480,"[-38.1773583, 144.3495121]",3,1,1,https://www.domain.com.au/14-herbert-street-belmont-vic-3216-15340404
1621,700,"[-37.7776513, 145.0237815]",3,1,1,https://www.domain.com.au/48b-perry-street-fairfield-vic-3078-16034591
1622,420,"[-37.7849517, 144.8601012]",2,1,1,https://www.domain.com.au/2-28-hargreaves-crescent-braybrook-vic-3019-16076972
1623,580,"[-37.8377599, 144.9946686]",2,2,1,https://www.domain.com.au/1507-10-daly-street-south-yarra-vic-3141-16068027
1624,440,"[-37.7775545, 144.7649995]",4,2,2,https://www.domain.com.au/8-bunker-circuit-deer-park-vic-3023-16010285
1625,420,"[-37.9173585, 145.0318113]",2,1,1,https://www.domain.com.au/12-267-centre-road-bentleigh-vic-3204-16072066
1626,750,"[-37.8295799, 145.0121579]",3,2,2,https://www.domain.com.au/46-loyola-grove-richmond-vic-3121-16068071
1627,940,"[-37.8568575, 145.079554]",4,2,2,https://www.domain.com.au/47-florizel-street-glen-iris-vic-3146-16022064
1628,750,"[-37.8327709, 144.9649496]",2,2,1,https://www.domain.com.au/rear-114-bank-street-south-melbourne-vic-3205-15970501
1629,800,"[-37.9606169, 145.0579082]",4,3,2,https://www.domain.com.au/1-4-reeve-court-cheltenham-vic-3192-16044039
1630,470,"[-37.7216385, 144.9216777]",2,2,1,https://www.domain.com.au/4-592-pascoe-vale-road-pascoe-vale-vic-3044-15799081
1631,300,"[-37.775646, 144.947037]",2,1,1,https://www.domain.com.au/7-380-brunswick-road-brunswick-vic-3056-15809815
1632,500,"[-37.8099743, 145.0069278]",2,1,1,https://www.domain.com.au/501-11-flockhart-street-abbotsford-vic-3067-16019368
1633,420,"[-37.9047604, 145.1425999]",2,2,1,https://www.domain.com.au/g18-658-660-blackburn-road-notting-hill-vic-3168-16056543
1634,600,"[-37.862019, 145.0086036]",2,1,1,https://www.domain.com.au/3-20-hughenden-road-st-kilda-east-vic-3183-16048551
1635,350,"[-37.7357691, 144.6078625]",4,2,2,https://www.domain.com.au/5-bristol-street-strathtulloh-vic-3338-14498044
1636,560,"[-37.8130053, 144.9930372]",2,2,1,https://www.domain.com.au/116-45-york-street-richmond-vic-3121-16063259
1637,520,"[-38.000339, 145.1729827]",3,2,2,https://www.domain.com.au/20-barncroft-crescent-keysborough-vic-3173-16018518
1638,950,"[-37.8231131, 144.9901798]",3,3,2,https://www.domain.com.au/1-4-margaret-street-richmond-vic-3121-14321291
1639,480,"[-37.8412444, 144.8710915]",3,1,1,https://www.domain.com.au/mason-street-newport-vic-3015-10793441
1640,590,"[-38.0618152, 145.3577133]",4,2,2,https://www.domain.com.au/45-nixon-drive-berwick-vic-3806-13688829
1641,450,"[-37.6999836, 144.7475328]",4,2,2,https://www.domain.com.au/163-community-hub-hillside-vic-3037-16079032
1642,640,"[-37.797988, 144.976754]",2,2,1,https://www.domain.com.au/203-57-61-johnston-street-fitzroy-vic-3065-16054557
1643,340,"[-37.7359323, 144.8999508]",2,1,1,https://www.domain.com.au/1-94-kerferd-street-essendon-north-vic-3041-16054589
1644,660,"[-37.8922155, 145.0207878]",3,2,2,https://www.domain.com.au/1-446-hawthorn-rd-caulfield-south-vic-3162-15973084
1645,350,"[-37.7981433, 144.8699633]",2,1,1,https://www.domain.com.au/2-98-rupert-street-west-footscray-vic-3012-16080014
1646,370,"[-37.8952181, 144.6765364]",3,1,2,https://www.domain.com.au/95-princes-highway-werribee-vic-3030-16029702
1647,730,"[-37.7880093, 145.124504]",3,2,2,https://www.domain.com.au/1001-101-tram-road-doncaster-vic-3108-15961383
1648,410,"[-37.740020799999996, 145.0812442]",2,1,1,https://www.domain.com.au/19-86-graham-road-viewbank-vic-3084-16055796
1649,410,"[-37.59723899999999, 145.119414]",4,2,2,https://www.domain.com.au/122-eminence-boulevard-doreen-vic-3754-16070847
1650,625,"[-37.8144676, 144.8808365]",3,1,1,https://www.domain.com.au/38-kingston-street-yarraville-vic-3013-13483156
1651,675,"[-37.8943242, 145.0795109]",4,2,3,https://www.domain.com.au/24-euston-road-hughesdale-vic-3166-15210228
1652,440,"[-37.58000415437882, 143.7926896507797]",3,2,2,https://www.domain.com.au/233-ballarat-carngham-road-winter-valley-vic-3358-16056091
1653,775,"[-37.8344725, 144.9799089]",2,1,2,https://www.domain.com.au/122-hope-street-south-yarra-vic-3141-16078147
1654,2,"[-37.5891893, 144.9942305]",4,2,2,https://www.domain.com.au/wollert-vic-3750-14987408
1655,350,"[-37.807578, 145.251423]",2,1,1,https://www.domain.com.au/2-71-mt-dandenong-road-ringwood-east-vic-3135-16066402
1656,440,"[-37.9104928, 145.1002358]",2,1,1,https://www.domain.com.au/4-3-moroney-street-oakleigh-vic-3166-16011209
1657,540,"[-37.9734642, 145.2665183]",4,2,1,https://www.domain.com.au/25-monteith-crescent-endeavour-hills-vic-3802-15825068
1658,520,"[-37.9243105, 145.0724027]",3,1,3,https://www.domain.com.au/7-elaine-court-bentleigh-east-vic-3165-16061010
1659,320,"[-37.888831, 144.6818616]",3,2,2,https://www.domain.com.au/56-marlborough-crescent-hoppers-crossing-vic-3029-15427430
1660,400,"[-37.8118971, 145.0649505]",2,1,1,https://www.domain.com.au/15-31-barnsbury-road-deepdene-vic-3103-16067439
1661,280,"[-37.2753983, 142.9426294]",2,1,3,https://www.domain.com.au/28-murphy-street-ararat-vic-3377-16072071
1662,550,"[-37.8829711, 145.0270567]",3,1,1,https://www.domain.com.au/8-21-23-newlyn-street-caulfield-vic-3162-16064286
1663,480,"[-36.8055285, 144.3505166]",3,2,2,https://www.domain.com.au/21-tarrnook-drive-strathfieldsaye-vic-3551-16075935
1664,520,"[-38.2284145, 144.367337]",4,2,2,https://www.domain.com.au/7-conifer-street-armstrong-creek-vic-3217-16071840
1665,410,"[-37.8112301, 145.2238061]",2,1,1,https://www.domain.com.au/8-28-nelson-street-ringwood-vic-3134-16066940
1666,440,"[-37.7253862, 144.5926414]",4,2,2,https://www.domain.com.au/2-alkington-street-strathtulloh-vic-3338-16035265
1667,480,"[-37.9318257, 145.0031614]",2,1,1,https://www.domain.com.au/4-519-hampton-st-hampton-vic-3188-16050668
1668,1450,"[-37.8390089, 144.9954417]",3,2,2,https://www.domain.com.au/2001-1-almeida-crescent-south-yarra-vic-3141-16036090
1669,450,"[-38.1207941, 144.3553469]",3,2,1,https://www.domain.com.au/22-vautier-street-rippleside-vic-3215-16074845
1670,445,"[-37.8160758, 144.8964828]",2,1,1,https://www.domain.com.au/5-150-hyde-street-yarraville-vic-3013-15566100
1671,290,"[-37.7646031, 144.9158297]",1,1,1,https://www.domain.com.au/7-20-mantell-street-moonee-ponds-vic-3039-16026718
1672,460,"[-37.9116091, 145.0193094]",2,1,1,https://www.domain.com.au/18-rogers-avenue-brighton-east-vic-3187-15971053
1673,750,"[-37.78041, 144.9732061]",2,2,1,https://www.domain.com.au/6-1009-rathdowne-street-carlton-north-vic-3054-16079149
1674,500,"[-37.7079382, 145.0324787]",3,2,2,https://www.domain.com.au/2-1-merino-street-reservoir-vic-3073-16080926
1675,460,"[-37.5547044, 143.8655528]",4,1,4,https://www.domain.com.au/330-peel-street-black-hill-vic-3350-16061944
1676,370,"[-37.7867363, 144.9211832]",1,1,1,https://www.domain.com.au/606-1-ascot-vale-road-flemington-vic-3031-13412468
1677,550,"[-37.8145574, 145.2467027]",4,2,2,https://www.domain.com.au/8-merry-street-ringwood-east-vic-3135-16064353
1678,280,"[-37.76687, 144.974173]",1,1,1,https://www.domain.com.au/4-140-blyth-street-brunswick-east-vic-3057-13837516
1679,450,"[-37.9778764, 145.2173979]",3,1,4,https://www.domain.com.au/9-bruce-street-dandenong-vic-3175-16076041
1680,450,"[-37.9659255, 145.2018001]",3,2,1,https://www.domain.com.au/17-mollison-avenue-dandenong-north-vic-3175-16073337
1681,480,"[-37.7848802, 144.8997872]",2,2,1,https://www.domain.com.au/11-lakeside-crescent-maribyrnong-vic-3032-16082346
1682,901.3698630136986,"[-38.320593099999996, 144.7144976]",3,1,2,https://www.domain.com.au/3745-point-nepean-road-portsea-vic-3944-15895819
1683,330,"[-37.8606395, 144.9873877]",1,1,1,https://www.domain.com.au/2-52-alma-road-st-kilda-vic-3182-16077137
1684,460,"[-37.9404035, 145.204626]",4,1,2,https://www.domain.com.au/24-blaxland-drive-dandenong-north-vic-3175-12266440
1685,440,"[-37.73146089999999, 144.9914115]",2,1,1,https://www.domain.com.au/1-496-gilbert-road-preston-vic-3072-16043317
1686,370,"[-37.8037917, 145.3115877]",2,1,1,https://www.domain.com.au/8-12-mountain-view-road-kilsyth-vic-3137-16070423
1687,990,"[-37.9012582, 145.0929966]",4,1,4,https://www.domain.com.au/30-oxford-st-oakleigh-vic-3166-16043690
1688,460,"[-37.7638529, 145.1682453]",2,2,1,https://www.domain.com.au/108-190-reynolds-road-doncaster-east-vic-3109-16024732
1689,420,"[-37.9617236, 145.1525698]",3,1,1,https://www.domain.com.au/3-899-heatherton-road-springvale-vic-3171-16072657
1690,460,"[-37.8701189, 144.9766468]",2,1,1,https://www.domain.com.au/2b-12-marine-parade-st-kilda-vic-3182-15982150
1691,410,"[-37.698686, 144.5431714]",4,2,2,https://www.domain.com.au/2-blueleaf-place-brookfield-vic-3338-16067884
1692,275,"[-34.2335183, 142.1636971]",2,1,2,https://www.domain.com.au/996-karadoc-avenue-irymple-vic-3498-16082873
1693,440,"[-37.7109709, 145.0283838]",2,1,1,https://www.domain.com.au/15-15-chenies-street-reservoir-vic-3073-14274951
1694,390,"[-37.7192319, 144.5529965]",4,2,2,https://www.domain.com.au/13-pearce-way-weir-views-vic-3338-16067840
1695,440,"[-36.3548383, 145.368755]",3,2,2,https://www.domain.com.au/10-shalimar-pl-shepparton-vic-3630-16065205
1696,420,"[-37.6741584, 144.9069575]",3,2,2,https://www.domain.com.au/5-treestone-walk-westmeadows-vic-3049-14879382
1697,525,"[-38.185929, 144.3205226]",4,2,2,https://www.domain.com.au/39-fryers-road-highton-vic-3216-16023608
1698,450,"[-37.8871963, 145.0958171]",3,1,3,https://www.domain.com.au/40-atkinson-street-chadstone-vic-3148-16078388
1699,370,"[-37.681998899999996, 145.006229]",3,2,2,https://www.domain.com.au/4-69-75-spring-street-thomastown-vic-3074-16079446
1700,950,"[-37.72967, 144.9484932]",4,3,2,https://www.domain.com.au/10a-lyking-street-pascoe-vale-vic-3044-16071538
1701,540,"[-37.7805149, 145.0241453]",2,2,1,https://www.domain.com.au/7-1a-hamilton-street-alphington-vic-3078-16054868
1702,675,"[-37.9607213, 145.084207]",4,3,2,https://www.domain.com.au/21-baltusrol-circuit-heatherton-vic-3202-16040118
1703,1150,"[-37.8186065, 145.0355789]",3,2,2,https://www.domain.com.au/206-53-chrystobel-crescent-hawthorn-vic-3122-15960886
1704,400,"[-37.7992633, 144.9096812]",1,1,1,https://www.domain.com.au/1608-6-joseph-road-footscray-vic-3011-16055434
1705,800,"[-36.7547324, 144.2739654]",3,3,2,https://www.domain.com.au/232-view-street-bendigo-vic-3550-11245941
1706,1100,"[-37.8493082, 144.9794216]",2,2,2,https://www.domain.com.au/1306-582-st-kilda-road-melbourne-vic-3004-16015388
1707,900,"[-37.80806, 144.944867]",3,2,1,https://www.domain.com.au/228-adderley-street-west-melbourne-vic-3003-16060240
1708,500,"[-37.8326925, 144.8585403]",3,1,1,https://www.domain.com.au/70-macdonald-avenue-altona-north-vic-3025-14661131
1709,550,"[-37.8150844, 145.0114793]",2,1,1,https://www.domain.com.au/616-14-david-street-richmond-vic-3121-16079171
1710,850,"[-37.8874925, 145.0602986]",3,3,2,https://www.domain.com.au/7-29-31-jersey-parade-carnegie-vic-3163-16076044
1711,460,"[-37.8235822, 144.6728707]",4,2,2,https://www.domain.com.au/50-frontier-circuit-tarneit-vic-3029-16081670
1712,460,"[-37.746665, 145.052955]",3,2,1,https://www.domain.com.au/4-50-altona-street-heidelberg-heights-vic-3081-16071656
1713,165,"[-36.7730392, 144.2925706]",0,1,1,https://www.domain.com.au/room-7-32-34-churchill-avenue-flora-hill-vic-3550-15894132
1714,700,"[-37.8102205, 144.9662652]",2,2,2,https://www.domain.com.au/3413-22-24-jane-bell-lane-melbourne-vic-3000-16072727
1715,400,"[-36.7690497, 144.2928663]",3,2,2,https://www.domain.com.au/1-townsend-street-kennington-vic-3550-16065592
1716,320,"[-37.97329149999999, 145.0652521]",2,1,1,https://www.domain.com.au/3-3-david-court-cheltenham-vic-3192-16080940
1717,440,"[-37.7932333, 144.8697914]",3,1,1,https://www.domain.com.au/20-pitt-street-west-footscray-vic-3012-13611006
1718,330,"[-37.0513217, 143.7476713]",2,1,1,https://www.domain.com.au/85-gillies-street-maryborough-vic-3465-16055975
1719,280,"[-37.8692877, 144.9872371]",1,1,1,https://www.domain.com.au/7-25-brighton-road-st-kilda-vic-3182-16075659
1720,340,"[-37.5567299, 143.8175245]",3,1,1,https://www.domain.com.au/8-arthur-street-alfredton-vic-3350-16031325
1721,430,"[-37.7480827, 144.6798126]",4,2,2,https://www.domain.com.au/5-coronado-crescent-truganina-vic-3029-16082634
1722,380,"[-37.7606717, 144.9442779]",2,1,1,https://www.domain.com.au/5-109-melville-road-brunswick-west-vic-3055-11538864
1723,420,"[-37.7999882, 145.0537735]",2,2,1,https://www.domain.com.au/102-56-harp-road-kew-east-vic-3102-15893780
1724,850,"[-37.8973011, 145.0803295]",4,2,1,https://www.domain.com.au/26-carlisle-crescent-hughesdale-vic-3166-16012447
1725,430,"[-37.8461555, 144.7161062]",4,2,2,https://www.domain.com.au/19-mcdougall-place-truganina-vic-3029-16033644
1726,950,"[-37.8835895, 145.07852]",5,2,3,https://www.domain.com.au/41-chadstone-road-malvern-east-vic-3145-16074988
1727,760,"[-37.7783016, 144.9736177]",3,2,2,https://www.domain.com.au/3-57-59-brunswick-road-brunswick-east-vic-3057-16066832
1728,374.03333333333336,"[-36.1433535, 144.7359904]",3,1,1,https://www.domain.com.au/1-shackell-street-echuca-vic-3564-14153085
1729,365,"[-34.1934307, 142.1580346]",3,1,2,https://www.domain.com.au/105-twelfth-st-mildura-vic-3500-16041496
1730,400,"[-38.1917929, 144.3556533]",3,2,2,https://www.domain.com.au/1-9-moretti-court-marshall-vic-3216-16049273
1731,560,"[-38.1546431, 144.3556871]",3,2,1,https://www.domain.com.au/25-faggs-place-geelong-vic-3220-16050048
1732,550,"[-37.8236674, 144.9631638]",2,1,1,https://www.domain.com.au/2603-151-city-road-southbank-vic-3006-16015746
1733,760,"[-37.8355104, 144.974613]",3,2,2,https://www.domain.com.au/233-416-st-kilda-road-melbourne-vic-3004-16031327
1734,280,"[-37.783506, 144.820771]",2,1,1,https://www.domain.com.au/4-8-burnewang-street-albion-vic-3020-15562369
1735,540,"[-38.3850375, 144.8119248]",4,2,2,https://www.domain.com.au/2-nalong-street-rye-vic-3941-15886558
1736,420,"[-37.800746, 145.063676]",3,1,1,https://www.domain.com.au/5-belmore-road-balwyn-north-vic-3104-16023996
1737,370,"[-37.7274255, 145.0188735]",2,2,1,https://www.domain.com.au/1a-1-wilkinson-street-reservoir-vic-3073-16022043
1738,350,"[-38.0401336, 145.107998]",1,1,1,https://www.domain.com.au/5-8-10-turakina-avenue-edithvale-vic-3196-16078476
1739,380,"[-37.9612832, 145.0561638]",2,1,1,https://www.domain.com.au/304-9-chesterville-road-cheltenham-vic-3192-15997880
1740,460,"[-38.2062313, 144.3263282]",3,1,2,https://www.domain.com.au/2-hull-court-grovedale-vic-3216-16079238
1741,440,"[-37.3609211, 144.5414918]",2,1,2,https://www.domain.com.au/4-1891-mount-macedon-road-woodend-vic-3442-16003704
1742,380,"[-37.7420754, 144.9045005]",2,2,1,https://www.domain.com.au/40-100-keilor-road-essendon-north-vic-3041-16008909
1743,530,"[-37.6612729, 144.9988357]",4,2,2,https://www.domain.com.au/30-suncroft-drive-lalor-vic-3075-16074893
1744,360,"[-37.8635197, 144.6618899]",3,1,1,https://www.domain.com.au/2-36-harmony-drive-tarneit-vic-3029-16067130
1745,240,"[-36.1256457, 146.892563]",1,1,1,https://www.domain.com.au/2-4-anne-street-wodonga-vic-3690-16082183
1746,360,"[-37.8646, 144.773627]",3,1,2,https://www.domain.com.au/6-high-street-laverton-vic-3028-15569461
1747,280,"[-37.8690276, 144.8072501]",2,1,1,https://www.domain.com.au/10-3-robin-street-altona-vic-3018-16073665
1748,545,"[-38.2488158, 144.5482152]",3,2,2,https://www.domain.com.au/1-6-markham-drive-ocean-grove-vic-3226-15961744
1749,340,"[-37.6124056, 144.9390734]",2,1,1,https://www.domain.com.au/8a-verwood-court-craigieburn-vic-3064-16070204
1750,350,"[-37.7437561, 142.0197003]",2,1,2,https://www.domain.com.au/97-kennedy-street-hamilton-vic-3300-16020330
1751,455,"[-37.8442684, 144.9535108]",1,1,1,https://www.domain.com.au/2-53-55-finlay-street-albert-park-vic-3206-16039863
1752,390,"[-37.774045, 144.9397401]",2,1,1,https://www.domain.com.au/2-2-manica-street-brunswick-west-vic-3055-12078095
1753,550,"[-37.7380359, 144.901964]",3,2,1,https://www.domain.com.au/2-65-kerferd-street-essendon-vic-3040-16073645
1754,390,"[-37.6529969, 145.0890325]",3,1,2,https://www.domain.com.au/67-reid-street-south-morang-vic-3752-16078245
1755,1100,"[-37.8560703, 145.0101562]",3,2,2,https://www.domain.com.au/6-10-lalbert-crescent-prahran-vic-3181-16064800
1756,320,"[-37.779764, 144.8126548]",2,1,2,https://www.domain.com.au/1-merlow-street-albion-vic-3020-16081176
1757,450,"[-37.9264825, 145.050608]",3,1,2,https://www.domain.com.au/4-pollina-street-bentleigh-east-vic-3165-15864125
1758,430,"[-38.3194019, 144.9893458]",2,1,2,https://www.domain.com.au/118-dromana-parade-safety-beach-vic-3936-16082525
1759,425,"[-37.7768259, 144.9522786]",2,1,1,https://www.domain.com.au/18-825-park-street-brunswick-vic-3056-16059179
1760,520,"[-37.7652783, 144.9197379]",2,2,1,https://www.domain.com.au/508-36-margaret-street-moonee-ponds-vic-3039-16049519
1761,560,"[-37.7131094, 145.0193471]",3,2,2,https://www.domain.com.au/2-55-lane-crescent-reservoir-vic-3073-15977344
1762,565,"[-37.8344585, 144.8443973]",3,2,1,https://www.domain.com.au/10a-murphy-street-altona-north-vic-3025-16052955
1763,450,"[-37.85943779999999, 144.73303]",4,2,1,https://www.domain.com.au/20-loon-drive-williams-landing-vic-3027-16082290
1764,410,"[-37.9622231, 145.2010451]",3,1,6,https://www.domain.com.au/10-rose-avenue-dandenong-north-vic-3175-12029879
1765,450,"[-37.6766927, 145.0238585]",3,1,1,https://www.domain.com.au/2-11-pine-street-thomastown-vic-3074-16059824
1766,440,"[-37.7104009, 145.0083267]",2,2,1,https://www.domain.com.au/11-949-high-street-reservoir-vic-3073-16073114
1767,590,"[-37.819731, 145.0023544]",3,1,1,https://www.domain.com.au/11-mary-street-richmond-vic-3121-15889436
1768,470,"[-37.6180405, 143.8844837]",4,2,2,https://www.domain.com.au/10-oakbank-drive-mount-helen-vic-3350-16059008
1769,390,"[-37.740733, 144.963249]",2,2,1,https://www.domain.com.au/218-146-bell-street-coburg-vic-3058-14842196
1770,370,"[-37.8380978, 144.8764527]",2,1,1,https://www.domain.com.au/4-45-oxford-street-newport-vic-3015-16077256
1771,410,"[-37.6968334, 144.91389]",2,2,1,https://www.domain.com.au/9-coupling-way-glenroy-vic-3046-15998026
1772,410,"[-37.7538016, 144.9338909]",2,1,1,https://www.domain.com.au/1-20-donald-avenue-essendon-vic-3040-16064118
1773,290,"[-37.0458468, 143.7465976]",3,1,3,https://www.domain.com.au/24-golden-wattle-drive-maryborough-vic-3465-16075402
1774,375,"[-37.7580766, 144.9387645]",1,1,1,https://www.domain.com.au/503-1-olive-york-way-brunswick-west-vic-3055-14209679
1775,410,"[-37.8538373, 144.8756791]",2,1,1,https://www.domain.com.au/5-111-park-crescent-williamstown-north-vic-3016-15587493
1776,410,"[-37.72733170000001, 144.9493535]",2,1,1,https://www.domain.com.au/4-4-essex-street-pascoe-vale-vic-3044-16056699
1777,265,"[-37.781568, 144.926015]",1,1,1,https://www.domain.com.au/11-22-28-canterbury-street-flemington-vic-3031-16077463
1778,380,"[-37.76768980000001, 144.8228045]",2,1,1,https://www.domain.com.au/4-1-boisdale-avenue-sunshine-north-vic-3020-16050460
1779,430,"[-37.6676363, 144.439023]",3,2,2,https://www.domain.com.au/2-linda-drive-bacchus-marsh-vic-3340-15896677
1780,500,"[-37.7627185, 145.0211122]",3,1,2,https://www.domain.com.au/343-station-street-thornbury-vic-3071-16031866
1781,250,"[-36.6980043, 142.2058951]",3,1,1,https://www.domain.com.au/84-albert-street-horsham-vic-3400-16064036
1782,470,"[-37.5346507, 145.0015779]",4,2,2,https://www.domain.com.au/9-silver-street-donnybrook-vic-3064-16012550
1783,420,"[-37.8391273, 144.998556]",2,1,1,https://www.domain.com.au/4-10-tivoli-road-south-yarra-vic-3141-16071841
1784,450,"[-37.8846643, 144.715068]",4,2,2,https://www.domain.com.au/46-lispenard-circuit-point-cook-vic-3030-16059395
1785,300,"[-34.1782491, 142.1496189]",2,1,1,https://www.domain.com.au/9-wilga-avenue-mildura-vic-3500-16038033
1786,340,"[-37.5258405, 143.8336934]",2,1,1,https://www.domain.com.au/3-395-forest-street-wendouree-vic-3355-16033872
1787,625,"[-37.7263425, 144.9944242]",4,1,2,https://www.domain.com.au/31-crispe-street-reservoir-vic-3073-16056182
1788,450,"[-36.7384771, 144.280535]",4,2,1,https://www.domain.com.au/29a-st-james-wood-drive-north-bendigo-vic-3550-16061499
1789,1800,"[-37.8967832, 144.9872371]",4,2,4,https://www.domain.com.au/5-alimar-court-brighton-vic-3186-15910332
1790,485,"[-37.8826847, 144.7324079]",3,2,2,https://www.domain.com.au/67-baltimore-drive-point-cook-vic-3030-16064114
1791,400,"[-37.9042636, 144.7226885]",4,2,2,https://www.domain.com.au/44-grassbird-drive-point-cook-vic-3030-15447306
1792,550,"[-37.8378418, 144.991756]",2,1,1,https://www.domain.com.au/1-12-darling-street-south-yarra-vic-3141-16055432
1793,800,"[-37.840685, 144.935477]",2,1,1,https://www.domain.com.au/4-42-princes-street-port-melbourne-vic-3207-16043329
1794,450,"[-37.7075473, 144.9455898]",3,1,1,https://www.domain.com.au/27-david-street-hadfield-vic-3046-16081278
1795,540,"[-37.81409, 145.1106647]",4,1,2,https://www.domain.com.au/80-victoria-crescent-mont-albert-vic-3127-16034948
1796,850,"[-37.8093976, 145.0004383]",3,1,2,https://www.domain.com.au/5-16-princes-street-abbotsford-vic-3067-11131595
1797,500,"[-37.8096705, 145.1148884]",3,1,1,https://www.domain.com.au/9a-dunloe-avenue-mont-albert-north-vic-3129-16054275
1798,830,"[-37.7752538, 145.1663275]",4,3,2,https://www.domain.com.au/6-halcyon-court-doncaster-east-vic-3109-15933892
1799,750,"[-37.7853268, 144.9891844]",3,1,1,https://www.domain.com.au/90-michael-street-fitzroy-north-vic-3068-16060106
1800,1375,"[-37.8674715, 145.0106943]",4,3,2,https://www.domain.com.au/564b-inkerman-road-caulfield-north-vic-3161-16080232
1801,370,"[-37.8223413, 144.8401872]",3,1,1,https://www.domain.com.au/8-rowan-avenue-brooklyn-vic-3012-16069369
1802,560,"[-37.8078183, 144.9965054]",2,2,2,https://www.domain.com.au/215-56-nicholson-street-abbotsford-vic-3067-13682400
1803,430,"[-37.740733, 144.963249]",2,2,1,https://www.domain.com.au/101-146-bell-street-coburg-vic-3058-16080979
1804,340,"[-37.9650429, 144.706584]",1,1,1,https://www.domain.com.au/214-33-quay-boulevard-werribee-south-vic-3030-16065655
1805,1250,"[-37.8500527, 145.0789306]",6,4,3,https://www.domain.com.au/14-straughan-st-glen-iris-vic-3146-16053776
1806,600,"[-38.1164367, 145.2650719]",4,2,2,https://www.domain.com.au/14-saint-mellion-court-cranbourne-vic-3977-16029587
1807,420,"[-37.762606, 144.962608]",1,1,1,https://www.domain.com.au/603-611-sydney-road-brunswick-vic-3056-16059133
1808,400,"[-37.7192871, 144.5575465]",4,2,2,https://www.domain.com.au/27-fellows-street-weir-views-vic-3338-15148214
1809,450,"[-34.3071336, 142.1883921]",3,2,2,https://www.domain.com.au/8-voullaire-drive-red-cliffs-vic-3496-16049959
1810,850,"[-37.7822945, 144.97223]",3,1,1,https://www.domain.com.au/147-pigdon-street-carlton-north-vic-3054-15996920
1811,390,"[-37.85308120000001, 145.0464519]",1,1,1,https://www.domain.com.au/8-44-edgar-street-glen-iris-vic-3146-16082809
1812,430,"[-38.159523, 144.3837186]",2,1,1,https://www.domain.com.au/6-22-walter-street-east-geelong-vic-3219-16062339
1813,340,"[-38.0642062, 145.5081173]",2,1,1,https://www.domain.com.au/64-annecy-lane-pakenham-vic-3810-15332602
1814,430,"[-37.8590448, 144.9777484]",1,1,1,https://www.domain.com.au/41-64-fitzroy-street-st-kilda-vic-3182-16050078
1815,580,"[-37.8535983, 145.0395781]",2,1,2,https://www.domain.com.au/63-mcarthur-street-malvern-vic-3144-16067027
1816,480,"[-37.8703086, 145.2647481]",4,1,2,https://www.domain.com.au/7-malua-road-ferntree-gully-vic-3156-16042917
1817,845,"[-37.8440221, 144.9851507]",4,1,2,https://www.domain.com.au/485-punt-road-south-yarra-vic-3141-15657822
1818,495,"[-37.5390133, 144.9977279]",4,2,2,https://www.domain.com.au/146-olivine-boulevard-donnybrook-vic-3064-15921828
1819,250,"[-37.283295, 142.940988]",2,1,1,https://www.domain.com.au/1-123-high-street-ararat-vic-3377-15204794
1820,750,"[-37.8086398, 145.1384672]",4,2,2,https://www.domain.com.au/2-51-springfield-road-box-hill-north-vic-3129-15227225
1821,310,"[-36.763412, 144.299689]",2,1,1,https://www.domain.com.au/3-46-mafeking-street-south-kennington-vic-3550-16049854
