rent,bedroom,baths,parking,url,Latitude,Longitude
700,3,2,2,https://www.domain.com.au/1-42-44-sapphire-street-niddrie-vic-3042-16076259,-37.7464372,144.8865461
430,2,1,1,https://www.domain.com.au/5-39-nepean-highway-elsternwick-vic-3185-16076084,-37.8873031,145.0008802
320,2,1,1,https://www.domain.com.au/3-11-peter-court-dandenong-vic-3175-16030329,-37.9715143,145.222231
390,3,1,3,https://www.domain.com.au/5-pengelly-court-sunshine-vic-3020-16070641,-37.7827946,144.8375667
400,2,1,1,https://www.domain.com.au/3-36-goode-street-gisborne-vic-3437-16059274,-37.4888355,144.5859315
320,1,1,1,https://www.domain.com.au/53-21-29-trickey-avenue-sydenham-vic-3037-16082772,-37.697332,144.7682793
525,4,2,2,https://www.domain.com.au/30-columbus-street-point-cook-vic-3030-16058631,-37.895915,144.7119884
500,3,2,1,https://www.domain.com.au/1e-harold-road-springvale-south-vic-3172-16031001,-37.9748497,145.1485082
520,4,2,2,https://www.domain.com.au/37-mullingar-drive-alfredton-vic-3350-16082109,-37.5663193,143.8003283
530,2,2,1,https://www.domain.com.au/93a-orange-street-bentleigh-east-vic-3165-16073108,-37.917887,145.082626
2,4,2,2,https://www.domain.com.au/golden-point-vic-3451-14987410,-37.0665813,144.2756927
390,3,2,1,https://www.domain.com.au/3-75-77-darnley-street-braybrook-vic-3019-15945513,-37.7831214,144.8508185
380,3,2,1,https://www.domain.com.au/3-4-christina-court-warrnambool-vic-3280-16049191,-38.3701196,142.4977671
430,4,2,2,https://www.domain.com.au/49-middle-park-drive-point-cook-vic-3030-16064924,-37.8992797,144.7583257
750,3,2,1,https://www.domain.com.au/503-999-whitehorse-road-box-hill-vic-3128-14354487,-37.8179565,145.1255778
475,2,2,1,https://www.domain.com.au/14-98-100-carrington-road-box-hill-vic-3128-16070221,-37.8196174,145.117595
525,2,1,2,https://www.domain.com.au/21-karen-street-highett-vic-3190-16048801,-37.9564135,145.0553455
350,2,1,1,https://www.domain.com.au/11-81-grosvenor-street-st-kilda-east-vic-3183-16077911,-37.873417,144.995245
550,4,2,2,https://www.domain.com.au/8-rohan-court-hampton-park-vic-3976-15381788,-38.0299434,145.2703178
370,3,1,2,https://www.domain.com.au/781-high-street-epping-vic-3076-16074215,-37.6475348,145.0256974
420,3,2,2,https://www.domain.com.au/1-57-linden-street-altona-meadows-vic-3028-16072671,-37.8675613,144.7771475
460,3,2,1,https://www.domain.com.au/2-15-buckingham-crescent-doncaster-vic-3108-16055653,-37.78038400000001,145.107675
400,3,1,2,https://www.domain.com.au/4-kirra-court-pakenham-vic-3810-16077716,-38.076807,145.4764357
950,3,2,2,https://www.domain.com.au/4-77-hitchcock-avenue-barwon-heads-vic-3227-15480346,-38.278744,144.491935
550,2,2,1,https://www.domain.com.au/2309-864-blackburn-road-clayton-vic-3168-16072036,-37.9200124,145.1397456
1650,5,2,4,https://www.domain.com.au/25-holroyd-avenue-st-kilda-east-vic-3183-16059289,-37.8644429,145.0070354
450,2,2,1,https://www.domain.com.au/206-2-cedar-street-caulfield-south-vic-3162-15113111,-37.8869431,145.0209515
410,2,1,1,https://www.domain.com.au/2-7-avion-place-westmeadows-vic-3049-16077332,-37.68127870000001,144.8806646
550,3,1,5,https://www.domain.com.au/27-champion-road-williamstown-north-vic-3016-15926482,-37.8566605,144.8864241
355,4,2,4,https://www.domain.com.au/26-lansell-road-wyndham-vale-vic-3024-16037111,-37.8892106,144.6176995
475,2,1,1,https://www.domain.com.au/9b-studley-street-maidstone-vic-3012-16077466,-37.790197,144.8784941
310,1,1,1,https://www.domain.com.au/164-wattletree-rd-malvern-vic-3144-15996744,-37.8630362,145.0298953
580,2,2,1,https://www.domain.com.au/306-70-dorcas-street-southbank-vic-3006-16073859,-37.830541,144.967508
58.333333333333336,0,1,1,https://www.domain.com.au/carpark-403-135-abeckett-street-melbourne-vic-3000-15348236,-37.8097879,144.9596466
360,2,1,1,https://www.domain.com.au/15-55-clow-street-dandenong-vic-3175-15989039,-37.9851117,145.2193829
425,2,1,1,https://www.domain.com.au/4-129-131-kambrook-road-caulfield-north-vic-3161-16064416,-37.8805959,145.034553
400,2,2,2,https://www.domain.com.au/ground-level-apartment-5-33-quay-boulevard-werribee-south-vic-3030-16076207,-37.9446946,144.689209
450,1,1,1,https://www.domain.com.au/31-398-la-trobe-street-melbourne-vic-3000-16059883,-37.8109426,144.9578145
430,4,2,2,https://www.domain.com.au/3-ravine-place-thornhill-park-vic-3335-15797822,-37.7217674,144.6350959
320,1,1,1,https://www.domain.com.au/6-5-barnsbury-road-south-yarra-vic-3141-16082901,-37.8451485,145.0011384
400,3,1,2,https://www.domain.com.au/46-cleek-street-oakleigh-south-vic-3167-16016202,-37.9134674,145.087783
350,3,2,2,https://www.domain.com.au/51-marble-drive-melton-south-vic-3338-15777802,-37.7131394,144.5881504
470,4,2,2,https://www.domain.com.au/47-selkirk-way-mickleham-vic-3064-16075295,-37.5370364,144.9020173
995,6,2,2,https://www.domain.com.au/29-rose-street-coburg-vic-3058-16057509,-37.744497,144.9467081
440,4,2,2,https://www.domain.com.au/28-codrington-road-truganina-vic-3029-16018412,-37.8248334,144.7486991
1175,3,2,1,https://www.domain.com.au/11-cintra-avenue-st-kilda-vic-3182-16022666,-37.858828,144.9914546
400,3,2,2,https://www.domain.com.au/14-bremen-court-keilor-downs-vic-3038-16053512,-37.7183739,144.8046727
1395,4,3,2,https://www.domain.com.au/3-6-gilmour-rd-camberwell-vic-3124-16066736,-37.8412014,145.0911679
620,3,2,2,https://www.domain.com.au/4-lavender-avenue-cheltenham-vic-3192-16047311,-37.9567854,145.0695476
330,3,1,1,https://www.domain.com.au/9-dawe-court-hoppers-crossing-vic-3029-16058837,-37.8686191,144.6805324
480,3,1,2,https://www.domain.com.au/4-troy-court-forest-hill-vic-3131-16049006,-37.8401674,145.1643381
450,3,2,2,https://www.domain.com.au/1-alpina-avenue-mount-duneed-vic-3217-16062206,-38.2176852,144.3331111
390,3,1,1,https://www.domain.com.au/91-shetland-street-endeavour-hills-vic-3802-16072390,-37.9631109,145.2710087
390,3,1,1,https://www.domain.com.au/22-epsom-avenue-epping-vic-3076-16034050,-37.6441681,145.0477226
440,4,2,2,https://www.domain.com.au/94-breasley-parkway-point-cook-vic-3030-16075472,-37.8897124,144.7181437
510,3,1,1,https://www.domain.com.au/2-98-rathmines-st-fairfield-vic-3078-9676865,-37.7634404,145.0181202
400,3,1,1,https://www.domain.com.au/330-church-street-hamlyn-heights-vic-3215-15976517,-38.1281873,144.3213763
355,2,1,1,https://www.domain.com.au/2-53-elizabeth-street-newport-vic-3015-15999969?topspot=1,-37.83815450000001,144.8780329
600,2,1,1,https://www.domain.com.au/1716-135-a-beckett-street-melbourne-vic-3000-15295747,-37.8097879,144.9596466
2400,5,3,4,https://www.domain.com.au/27-grandview-road-brighton-vic-3186-15993971,-37.9016247,145.0047756
450,2,1,2,https://www.domain.com.au/3-6-russell-street-nunawading-vic-3131-16050271,-37.816805,145.1699045
600,5,2,2,https://www.domain.com.au/73-king-street-dandenong-vic-3175-16039344,-37.9837989,145.2246908
450,1,1,1,https://www.domain.com.au/1508-568-st-kilda-road-melbourne-vic-3004-16014409,-37.8471627,144.978741
430,4,1,2,https://www.domain.com.au/5-cootamundra-street-doveton-vic-3177-16015892,-37.9823741,145.2366024
405,3,2,2,https://www.domain.com.au/4-diosma-court-narre-warren-vic-3805-16042880,-38.01446139999999,145.3115195
450,2,1,1,https://www.domain.com.au/2-43-dover-street-flemington-vic-3031-16069096,-37.78354849999999,144.9250103
1097,4,2,4,https://www.domain.com.au/131-ferguson-street-williamstown-vic-3016-15926916,-37.858551,144.892783
420,2,1,1,https://www.domain.com.au/flat-3-10-hoddle-street-elsternwick-vic-3185-15850476,-37.88630089999999,145.0125453
500,2,1,1,https://www.domain.com.au/1306-285-city-road-southbank-vic-3006-16077906,-37.8274177,144.9587959
2,4,2,2,https://www.domain.com.au/manor-lakes-vic-3024-15692397,-37.87339860000001,144.5820828
430,2,2,1,https://www.domain.com.au/9-293-297-plenty-road-preston-vic-3072-15789402,-37.742642,145.008286
450,2,1,2,https://www.domain.com.au/41-alfred-street-beaumaris-vic-3193-16077562,-37.976744,145.053186
650,5,2,2,https://www.domain.com.au/190-sailors-gully-road-sailors-gully-vic-3556-16068443,-36.7086758,144.2332921
520,4,1,2,https://www.domain.com.au/20-hamilton-grove-frankston-south-vic-3199-16055801,-38.16148099999999,145.123403
375,2,1,1,https://www.domain.com.au/2-3-jessie-street-northcote-vic-3070-16078331,-37.7810954,145.0033336
800,4,2,1,https://www.domain.com.au/217-lydiard-street-soldiers-hill-vic-3350-16072897,-37.55666069999999,143.8583381
350,1,1,1,https://www.domain.com.au/508-7-balcombe-rd-mentone-vic-3194-16062820,-37.9821559,145.070335
995,4,2,5,https://www.domain.com.au/1-fiona-drive-cranbourne-south-vic-3977-15947357,-38.1519658,145.2761583
360,3,1,1,https://www.domain.com.au/8-6-empire-street-footscray-vic-3011-15895791,-37.7903851,144.8914748
510,2,2,1,https://www.domain.com.au/unit-109-7-cowra-st-brighton-vic-3186-16058546,-37.9049377,145.0071451
395,4,2,2,https://www.domain.com.au/18-brittle-street-wyndham-vale-vic-3024-16073905,-37.8661186,144.5927123
370,3,1,2,https://www.domain.com.au/22-forest-drive-frankston-north-vic-3200-16071928,-38.1238525,145.1460983
470,4,2,2,https://www.domain.com.au/6-evesham-drive-point-cook-vic-3030-16079328,-37.9046403,144.7627677
550,4,2,2,https://www.domain.com.au/17-daly-street-doncaster-east-vic-3109-16010537,-37.7920559,145.1448911
470,3,2,2,https://www.domain.com.au/56-may-gibbs-cres-lynbrook-vic-3975-16068070,-38.0530038,145.2520555
300,1,1,1,https://www.domain.com.au/11-2-6-kelly-street-werribee-vic-3030-16079259,-37.89848540000001,144.6649575
240,1,1,1,https://www.domain.com.au/10-137-corrigan-road-noble-park-vic-3174-12388042,-37.9665135,145.1684997
600,4,2,2,https://www.domain.com.au/20-dering-street-diamond-creek-vic-3089-15994277,-37.6778224,145.152997
650,3,1,1,https://www.domain.com.au/6-67-dover-street-flemington-vic-3031-16076644,-37.783096,144.923724
350,3,1,3,https://www.domain.com.au/38-anderson-street-west-ballarat-central-vic-3350-16035715,-37.5669374,143.8591078
340,2,2,1,https://www.domain.com.au/12-149a-princes-highway-dandenong-vic-3175-16051562,-37.9764405,145.2041514
370,3,1,2,https://www.domain.com.au/6-waite-court-sunshine-west-vic-3020-16040216,-37.7981234,144.8144156
950,4,3,2,https://www.domain.com.au/32a-foch-street-reservoir-vic-3073-13842831,-37.7282315,145.0120324
500,3,1,2,https://www.domain.com.au/10-alamein-avenue-ashburton-vic-3147-16072842,-37.868661,145.0817512
780,2,2,1,https://www.domain.com.au/1012-605-st-kilda-road-melbourne-vic-3000-16075442,-37.85091269999999,144.9814593
150,1,1,1,https://www.domain.com.au/3-17-lily-street-braybrook-vic-3019-15926543,-37.783998,144.8530759
480,3,1,2,https://www.domain.com.au/13-27-oxford-street-box-hill-vic-3128-16029173,-37.8219404,145.1198156
580,3,1,3,https://www.domain.com.au/97-great-ocean-road-jan-juc-vic-3228-16083177,-38.3384297,144.2986699
415,4,2,2,https://www.domain.com.au/26-caspar-place-bacchus-marsh-vic-3340-14730060,-37.6876628,144.4165737
500,1,1,1,https://www.domain.com.au/2-99-whiteman-street-southbank-vic-3006-16067380,-37.82735419999999,144.955548
720,3,1,2,https://www.domain.com.au/2-123-coppin-street-richmond-vic-3121-16071836,-37.822395,145.003386
400,2,1,1,https://www.domain.com.au/3-8-elphin-street-ivanhoe-vic-3079-15661771,-37.7774511,145.0422319
520,3,1,1,https://www.domain.com.au/47-clarke-street-newtown-vic-3220-16069677,-38.1535041,144.3480603
595,4,2,2,https://www.domain.com.au/3-35-rollo-street-coburg-north-vic-3058-15998353,-37.721898,144.9517224
400,3,2,1,https://www.domain.com.au/3-cantona-parkway-mernda-vic-3754-16028473,-37.5980323,145.0807286
175.0,2,2,1,https://www.domain.com.au/3705-245-city-road-southbank-vic-3006-16078558,-37.826641,144.9596778
570,2,1,2,https://www.domain.com.au/4-14-narong-road-caulfield-north-vic-3161-16075742,-37.8680155,145.0235629
420,3,2,2,https://www.domain.com.au/14-millford-court-invermay-park-vic-3350-16036723,-37.5237085,143.8557707
650,2,2,1,https://www.domain.com.au/1203s-883-collins-street-docklands-vic-3008-16065575,-37.8212116,144.942503
390,2,1,1,https://www.domain.com.au/201-21-buckingham-street-footscray-vic-3011-16065709,-37.8013517,144.8908893
310,1,1,1,https://www.domain.com.au/3-55-major-road-fawkner-vic-3060-16032052,-37.7077397,144.9698885
490,4,2,2,https://www.domain.com.au/50-atlantis-drive-point-cook-vic-3030-16062481,-37.9104736,144.7471386
380,2,1,1,https://www.domain.com.au/8-14-bell-street-coburg-vic-3058-16018115,-37.7420829,144.9773182
355,2,1,1,https://www.domain.com.au/3-58-cleeland-st-dandenong-vic-3175-15985802,-37.981815,145.2156071
410,1,1,1,https://www.domain.com.au/606-6-st-kilda-road-st-kilda-vic-3182-16045442,-37.8565976,144.9834455
430,3,2,2,https://www.domain.com.au/29-caspian-circuit-point-cook-vic-3030-16023583,-37.9002294,144.7452156
460,2,1,1,https://www.domain.com.au/e323-11-flockhart-street-abbotsford-vic-3067-14856252,-37.8099743,145.0069278
450,3,1,1,https://www.domain.com.au/2-16-benambra-street-preston-vic-3072-16072456,-37.7333024,144.9888615
680,2,1,1,https://www.domain.com.au/2802b-639-little-lonsdale-street-melbourne-vic-3000-16033891,-37.8141942,144.9521662
620,2,2,1,https://www.domain.com.au/719-555-st-kilda-road-melbourne-vic-3000-16075021,-37.8470517,144.9806745
350,3,1,3,https://www.domain.com.au/3-sandpiper-street-werribee-vic-3030-16073591,-37.8898521,144.6789032
1200,3,2,2,https://www.domain.com.au/69-harcourt-street-hawthorn-east-vic-3123-16070841,-37.8187333,145.0561208
470,4,2,2,https://www.domain.com.au/4-alstonville-avenue-truganina-vic-3029-16043919,-37.8133929,144.718765
1400,4,2,2,https://www.domain.com.au/41-zoe-circuit-northcote-vic-3070-16042941,-37.7680117,144.98586
330,3,1,2,https://www.domain.com.au/7-catalpa-street-doveton-vic-3177-16041587,-37.9934,145.2360845
70,1,1,1,https://www.domain.com.au/5p24-70-southbank-boulevard-southbank-vic-3006-16022315,-37.821952,144.9633916
340,2,1,1,https://www.domain.com.au/4-85-collins-street-thornbury-vic-3071-16072385,-37.7552025,145.0114906
395,3,2,2,https://www.domain.com.au/39-summit-road-lilydale-vic-3140-16071195,-37.7619641,145.3668314
485,2,2,1,https://www.domain.com.au/1402-8-joseph-road-footscray-vic-3011-16066763,-37.7992138,144.9099061
420,3,2,2,https://www.domain.com.au/52-kangaroo-road-craigieburn-vic-3064-16027412,-37.56795109999999,144.8976297
405,4,1,4,https://www.domain.com.au/18-cameron-avenue-altona-meadows-vic-3028-16072794,-37.8682711,144.7763742
410,2,1,1,https://www.domain.com.au/2-17-green-street-ivanhoe-vic-3079-16062979,-37.7656571,145.0411031
460,3,2,2,https://www.domain.com.au/374a-barnard-street-bendigo-vic-3550-10106236,-36.75999030000001,144.2643815
650,6,4,4,https://www.domain.com.au/6-hedgeley-rd-bell-park-vic-3215-16051241,-38.1052829,144.3373643
700,3,1,1,https://www.domain.com.au/169-pilgrim-street-seddon-vic-3011-15030968,-37.8047434,144.8869829
750,3,1,1,https://www.domain.com.au/3-5-the-aveue-windsor-vic-3181-16081971,-37.8572427,144.9973724
400,3,2,1,https://www.domain.com.au/8b-doveton-avenue-eumemmerring-vic-3177-13254059,-38.00225,145.2491871
500,1,1,1,https://www.domain.com.au/109-6-dalgety-street-oakleigh-vic-3166-16079810,-37.8922004,145.0899378
330,3,1,2,https://www.domain.com.au/11-rhus-court-werribee-vic-3030-16026982,-37.8862245,144.6654842
430,1,1,1,https://www.domain.com.au/206-455-graham-street-port-melbourne-vic-3207-15934399,-37.83381,144.9326882
275,1,1,1,https://www.domain.com.au/3-24-brisbane-street-murrumbeena-vic-3163-16060227,-37.8854472,145.068052
600,4,2,2,https://www.domain.com.au/127-willow-bend-bulleen-vic-3105-16081615,-37.7822457,145.1013131
725,5,3,2,https://www.domain.com.au/107-raleigh-road-maribyrnong-vic-3032-16036855,-37.7690588,144.8903572
700,4,2,2,https://www.domain.com.au/15-whitsunday-ct-mount-martha-vic-3934-16034036,-38.2500689,145.0520723
700,3,1,1,https://www.domain.com.au/1-fletcher-street-essendon-vic-3040-12393708,-37.756111,144.9252684
575,4,1,2,https://www.domain.com.au/114-bulleen-rd-balwyn-north-vic-3104-15890424,-37.784104,145.0782616
460,3,1,2,https://www.domain.com.au/3-13-cyprus-street-eumemmerring-vic-3177-16078312,-37.9955066,145.2525303
300,1,1,1,https://www.domain.com.au/8-14-grove-road-hawthorn-vic-3122-10993716,-37.814751,145.023551
400,3,2,2,https://www.domain.com.au/2-8a-braeside-drive-junortoun-vic-3551-16080170,-36.7777918,144.3463114
420,4,2,2,https://www.domain.com.au/13-buckland-circuit-werribee-vic-3030-16019777,-37.9182068,144.6466161
800,4,2,3,https://www.domain.com.au/5-mackie-grove-brighton-east-vic-3187-16077284,-37.9085484,145.0196485
490,2,1,1,https://www.domain.com.au/5-317-hawthorn-road-caulfield-vic-3162-16042143,-37.8836752,145.0230372
490,4,2,2,https://www.domain.com.au/49-juniper-avenue-point-cook-vic-3030-16079496,-37.8896914,144.7379855
340,1,1,1,https://www.domain.com.au/9-1264-glen-huntly-road-carnegie-vic-3163-16075104,-37.8902596,145.047464
620,2,1,1,https://www.domain.com.au/5-75-field-street-clifton-hill-vic-3068-16044902,-37.7922933,145.0022869
370,2,1,1,https://www.domain.com.au/3-9-petrie-street-frankston-vic-3199-16059816,-38.1410034,145.1295706
550,2,1,1,https://www.domain.com.au/53-princes-street-flemington-vic-3031-16033829,-37.7864103,144.9333748
425,3,2,1,https://www.domain.com.au/1-10-banksia-grove-tullamarine-vic-3043-15874598,-37.707379,144.883224
550,2,1,1,https://www.domain.com.au/104-helen-street-northcote-vic-3070-15976110,-37.7697917,144.9977059
275,1,1,1,https://www.domain.com.au/3-798-warrigal-road-malvern-east-vic-3145-16079041,-37.8908722,145.0882354
595,2,1,1,https://www.domain.com.au/19-latrobe-street-brunswick-vic-3056-16082227,-37.7606376,144.9714448
470,2,1,1,https://www.domain.com.au/35-lilac-street-bentleigh-east-vic-3165-16064064,-37.9179505,145.0570683
495,3,2,2,https://www.domain.com.au/2-76-surrey-road-blackburn-vic-3130-16003859,-37.8060872,145.1581894
350,2,1,1,https://www.domain.com.au/1-32-34-graham-street-wonthaggi-vic-3995-16073531,-38.6059317,145.5899909
470,1,1,1,https://www.domain.com.au/2104-421-docklands-drive-docklands-vic-3008-15513648,-37.8148569,144.939884
850,3,2,1,https://www.domain.com.au/146-raleigh-street-thornbury-vic-3071-16080236,-37.759928,145.0093168
650,4,2,1,https://www.domain.com.au/79-medway-street-box-hill-north-vic-3129-16081221,-37.8115514,145.1229484
450,4,2,2,https://www.domain.com.au/12-akkersley-drive-truganina-vic-3029-15319375,-37.84634430000001,144.7328584
1350,3,3,2,https://www.domain.com.au/3-553-toorak-road-toorak-vic-3142-15928839,-37.8411094,145.0126039
850,3,2,2,https://www.domain.com.au/85a-highfield-road-canterbury-vic-3126-16056948,-37.8325696,145.0851349
380,2,1,1,https://www.domain.com.au/14-77-pender-street-thornbury-vic-3071-15862929,-37.7539027,145.0100271
430,4,2,2,https://www.domain.com.au/10-shearman-road-deanside-vic-3336-15964613,-37.7410334,144.7012061
720,4,2,2,https://www.domain.com.au/46-council-street-doncaster-vic-3108-15976023,-37.7822745,145.1304704
400,2,1,1,https://www.domain.com.au/27-18-station-road-williamstown-vic-3016-12561202,-37.8568893,144.890787
500,4,2,2,https://www.domain.com.au/14-bridgehaven-drive-craigieburn-vic-3064-16033845,-37.5712524,144.9185817
720,4,2,1,https://www.domain.com.au/49-chandler-street-williamstown-vic-3016-16070384,-37.8516079,144.8912814
440,2,1,1,https://www.domain.com.au/5-12-wyuna-rd-caulfield-north-vic-3161-16060765,-37.8756683,145.0328607
470,3,2,2,https://www.domain.com.au/77-nightingale-avenue-west-wodonga-vic-3690-16054447,-36.1299858,146.8527003
450,2,1,1,https://www.domain.com.au/218-15-bond-street-caulfield-vic-3162-16055479,-37.8762766,145.03672
3000,3,3,2,https://www.domain.com.au/9-9-11-adamson-street-brighton-vic-3186-16071478,-37.9152565,144.9991801
700,2,2,1,https://www.domain.com.au/1301-138-ferrars-street-south-melbourne-vic-3205-16041556,-37.8299599,144.9532581
320,2,1,1,https://www.domain.com.au/1-3-new-street-south-kingsville-vic-3015-16074874,-37.82621900000001,144.867558
410,4,2,2,https://www.domain.com.au/7-hawkestone-street-melton-south-vic-3338-16057265,-37.7134967,144.5583982
650,2,1,1,https://www.domain.com.au/808-33-mackenzie-street-melbourne-vic-3000-16082330,-37.80772140000001,144.966885
850,3,2,2,https://www.domain.com.au/4-23-maple-walk-moonee-ponds-vic-3039-16064455,-37.7675363,144.9198932
440,2,1,2,https://www.domain.com.au/2-32-jacka-street-macleod-vic-3085-16065265,-37.726409,145.064986
700,3,2,1,https://www.domain.com.au/2-147-orange-avenue-mildura-vic-3500-16032415,-34.1904786,142.1599844
470,2,1,2,https://www.domain.com.au/1-219-waterdale-road-ivanhoe-vic-3079-15946277,-37.7599423,145.0445862
2000,5,4,2,https://www.domain.com.au/7-myambert-avenue-balwyn-vic-3103-15996572,-37.8161357,145.0713258
440,4,2,2,https://www.domain.com.au/11-fewster-circuit-mickleham-vic-3064-16058547,-37.5253224,144.8993314
590,4,2,3,https://www.domain.com.au/46-mcintyre-street-burwood-vic-3125-16029556,-37.8508965,145.1082513
710,3,2,2,https://www.domain.com.au/1-irving-street-niddrie-vic-3042-16016558,-37.7353688,144.8906366
1250,3,3,2,https://www.domain.com.au/5-bona-vista-avenue-aspendale-vic-3195-15836728,-38.0243155,145.0992087
595,3,1,1,https://www.domain.com.au/1-120-thomas-street-brighton-east-vic-3187-16078746,-37.907888,145.025167
410,4,2,2,https://www.domain.com.au/54-dawley-circuit-werribee-vic-3030-16003710,-37.9116374,144.6037556
340,2,1,1,https://www.domain.com.au/14-99-creswick-street-footscray-vic-3011-14769445,-37.797652,144.890915
400,3,1,1,https://www.domain.com.au/1-wingillie-street-mildura-vic-3500-15993769,-34.1843216,142.1514874
60,0,0,1,https://www.domain.com.au/cp2008-11-rose-lane-melbourne-vic-3000-15806114,-37.8152243,144.9541663
520,2,1,1,https://www.domain.com.au/13-14-22-waterloo-street-carlton-vic-3053-16014816,-37.7951615,144.9672094
490,3,2,2,https://www.domain.com.au/2-19-marshall-street-newtown-vic-3220-14898154,-38.1594652,144.3488515
310,2,1,1,https://www.domain.com.au/4-19-aberdeen-street-reservoir-vic-3073-16028221,-37.702515,145.021104
600,2,1,1,https://www.domain.com.au/138-gipps-street-abbotsford-vic-3067-15909891,-37.8048982,144.9933052
695,2,2,1,https://www.domain.com.au/1904-60-lorimer-street-docklands-vic-3008-11741843,-37.8249678,144.9469264
400,2,1,1,https://www.domain.com.au/6-10-12-ralph-street-reservoir-vic-3073-16072953,-37.714992,145.006115
380,3,2,1,https://www.domain.com.au/1-12-vilnius-way-truganina-vic-3029-15306831,-37.8439166,144.7225966
1015,1,1,1,https://www.domain.com.au/1-freshwater-place-southbank-vic-3006-15800260,-37.8219262,144.962153
450,4,2,2,https://www.domain.com.au/12-laming-road-deer-park-vic-3023-16045124,-37.7584424,144.7725538
420,1,1,1,https://www.domain.com.au/512-59-stables-circuit-doncaster-east-vic-3109-16067999,-37.7872881,145.1159781
410,4,2,2,https://www.domain.com.au/10-reddrop-court-altona-meadows-vic-3028-16064764,-37.8786326,144.7734553
420,4,2,2,https://www.domain.com.au/65-bondi-parade-point-cook-vic-3030-16067399,-37.9057243,144.7740133
525,2,2,1,https://www.domain.com.au/102-12-swilk-street-templestowe-vic-3106-16068527,-37.7566992,145.1244486
360,2,1,1,https://www.domain.com.au/2-39-powlett-street-altona-meadows-vic-3028-16073560,-37.8683877,144.7816114
440,4,2,2,https://www.domain.com.au/66-lugano-avenue-alfredton-vic-3350-16060340,-37.5634529,143.7894892
390,1,1,1,https://www.domain.com.au/905-5-elgar-court-doncaster-vic-3108-16081768,-37.7887336,145.1242631
455,3,1,1,https://www.domain.com.au/8-237-dandenong-road-windsor-vic-3181-16066062,-37.85841060000001,144.9999548
630,3,2,2,https://www.domain.com.au/77-john-liston-drive-newport-vic-3015-15854016,-37.8491955,144.8855108
440,2,1,1,https://www.domain.com.au/75a-watts-street-box-hill-north-vic-3129-16079176,-37.8113174,145.1263319
360,3,2,2,https://www.domain.com.au/11-crawley-rise-werribee-vic-3030-15284064,-37.9131831,144.6067105
500,4,1,1,https://www.domain.com.au/32-tamworth-road-kilsyth-vic-3137-16075587,-37.8038107,145.3249121
780,3,2,2,https://www.domain.com.au/8-8-grange-road-alphington-vic-3078-16034856,-37.7808504,145.02503
630,4,2,2,https://www.domain.com.au/12-wondalea-crescent-wantirna-vic-3152-16054318,-37.8586269,145.2167506
640,3,2,2,https://www.domain.com.au/16-kiwi-court-new-gisborne-vic-3438-16045486,-37.4675766,144.6018061
275,1,1,1,https://www.domain.com.au/89a-revell-street-blairgowrie-vic-3942-15297789,-38.3695378,144.7740562
530,3,2,2,https://www.domain.com.au/8-perilla-court-corio-vic-3214-16067811,-38.060568,144.3650359
430,3,2,1,https://www.domain.com.au/31-fleetwood-drive-narre-warren-vic-3805-15345589,-38.0387791,145.3089708
675,2,2,1,https://www.domain.com.au/5-231-roden-street-west-melbourne-vic-3003-16080195,-37.8100428,144.9452456
460,3,2,1,https://www.domain.com.au/14-faith-lane-bakery-hill-vic-3350-16049646,-37.5637199,143.8677382
365,3,1,3,https://www.domain.com.au/54-ripplebrook-drive-broadmeadows-vic-3047-16046473,-37.6778667,144.9085634
460,4,2,2,https://www.domain.com.au/11-aruba-avenue-point-cook-vic-3030-14564772,-37.9099865,144.741984
350,2,1,3,https://www.domain.com.au/1-58-north-road-reservoir-vic-3073-16040681,-37.7221218,145.0115523
500,2,1,2,https://www.domain.com.au/1-29-mary-street-kew-vic-3101-15088173,-37.8055034,145.0378611
745,4,2,2,https://www.domain.com.au/2-12-starcross-avenue-croydon-vic-3136-16029203,-37.7992554,145.2752619
520,3,2,2,https://www.domain.com.au/46-norvel-road-ferntree-gully-vic-3156-16079540,-37.8735989,145.2726927
475,3,2,2,https://www.domain.com.au/4-13-edith-street-dandenong-vic-3175-15981493,-37.9819399,145.2178726
580,3,3,2,https://www.domain.com.au/86-hanna-street-noble-park-vic-3174-16071963,-37.97732999999999,145.1901307
430,3,1,1,https://www.domain.com.au/4-3-5-leicester-avenue-mount-eliza-vic-3930-16062566,-38.187759,145.090877
550,2,2,1,https://www.domain.com.au/511-2-mcgoun-street-richmond-vic-3121-14233176,-37.8170283,144.9955147
580,2,1,1,https://www.domain.com.au/1xx1n-889-collins-st-docklands-vic-3008-16075348,-37.8211627,144.9419443
380,3,2,2,https://www.domain.com.au/2-shakira-court-mildura-vic-3500-16053971,-34.1722957,142.1404582
440,4,2,2,https://www.domain.com.au/112-langdon-drive-mernda-vic-3754-15010789,-37.5961469,145.0773866
460,3,1,1,https://www.domain.com.au/32-foster-street-south-geelong-vic-3220-16042926,-38.1606343,144.3578063
360,2,1,1,https://www.domain.com.au/4-6-8-murray-court-cranbourne-vic-3977-16062984,-38.0963183,145.2763331
650,2,2,1,https://www.domain.com.au/201-1-courtney-street-north-melbourne-vic-3051-16081803,-37.8031967,144.9551178
460,2,1,1,https://www.domain.com.au/22-27-dickens-street-elwood-vic-3184-15336433,-37.8724815,144.9848272
